REF_YR,kategori,beskrivelse,Indkomstgruppe,forbrug,gns_pris_indeks,inflation_t_tminus1,inflation_t_tplus1
2006,04.3,Vedligeholdelse og reparation af bolig,2,4028,82.86666666666666,,4.516666666666667
2006,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,2,6559,73.25,,8.174999999999999
2006,04.5,"Elektricitet, gas og andet braendsel",2,22898,83.34999999999999,,.4083333333333328
2006,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",2,4956,93.51666666666667,,.7
2006,05.2,Boligtekstiler,2,829,87.95833333333333,,.45
2006,05.3,Husholdningsapparater og reparation heraf,2,1694,90.99166666666667,,2.475
2006,05.4,"Glas, service og husholdningsredskaber",2,1403,86.48333333333333,,2.033333333333333
2006,05.5,Vaerktoej og udstyr til hus og have,2,1267,91.175,,.8500000000000002
2006,05.6,Andre varer og tjenester til husholdningen,2,2521,85.93333333333334,,2.533333333333333
2006,06.1,"Medicinske produkter, apparater og medicinsk udstyr",2,5004,94.86666666666667,,-1.666666666666666
2006,06.2,Ambulant behandling,2,3653,82.09999999999999,,2.75
2006,06.3,Hospitalstjenester,2,133,90.04166666666667,,2.658333333333333
2006,07.1,koeb af koeretoejer,2,14400,107.05,,-.8416666666666667
2006,07.2,Drift af personlige transportmidler,2,19792,82.85833333333333,,2.666666666666667
2006,07.3,Transporttjenester,2,4997,81.16666666666667,,4.183333333333334
2006,08.1,Posttjenester,2,582,56,,2.325
2006,08.2,Telefon- og telefaxudstyr,2,187,193.3583333333333,,-11.31666666666667
2006,08.3,Teletjenester,2,5461,119.8166666666667,,.3250000000000002
2006,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,2,4248,178.3083333333333,,-8.524999999999999
2006,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,2,510,90.15833333333333,,1.45
2006,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",2,4604,101.9166666666667,,.4833333333333336
2006,09.4,Fritids- og kulturtjenester,2,9465,76.25,,3.991666666666666
2006,09.5,"Aviser, boeger og papirvarer",2,5719,72.85833333333333,,4.491666666666667
2006,09.6,Pakkerejser,2,4780,85.55833333333334,,3.25
2006,10.,Uddannelse,2,936,71.625,,4.358333333333333
2006,11.1,"Restauranter, cafeer og kantiner mv.",2,12336,79.575,,2.458333333333333
2006,11.2,Overnatningsfaciliteter,2,1254,95.14999999999998,,3.775
2006,12.1,Personlig pleje,2,5100,89.65000000000001,,2.508333333333333
2006,12.3,Andre personlige effekter,2,1770,81.19166666666666,,3.3
2006,12.4,Daginstitutioner og social forsorg,2,1532,83.33333333333333,,-2.583333333333334
2006,12.5,Forsikring,2,12670,81.72499999999999,,.8500000000000002
2006,12.6,Finansielle tjenester,2,1430,74.72500000000002,,-.7166666666666668
2006,12.7,Andre tjenester,2,870,75.40833333333333,,3.175
2006,01.1,Foedevarer,3,38784,81.05833333333334,,4.283333333333333
2006,01.2,Ikke-alkoholiske drikkevarer,3,4343,83.51666666666667,,5.600000000000001
2006,02.1,Alkoholiske drikkevarer,3,5014,81.60833333333333,,1.633333333333333
2006,02.2,Tobak,3,7295,68.2,,1.641666666666667
2006,03.1,Beklaedning,3,13424,104.6416666666667,,-3.116666666666667
2006,03.2,Fodtoej,3,3285,70.68333333333334,,4.525
2006,04.1,Faktisk husleje,3,21929,80.34166666666667,,2.058333333333334
2006,04.2,Beregnet lejevaerdi af bolig,3,39404,80.375,,2.083333333333333
2006,04.3,Vedligeholdelse og reparation af bolig,3,8158,82.325,,3.825
2006,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,3,8958,73.15000000000001,,8.199999999999999
2006,04.5,"Elektricitet, gas og andet braendsel",3,26811,84.39999999999998,,.1750000000000003
2006,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",3,7911,96.79166666666667,,.475
2006,05.2,Boligtekstiler,3,1122,88.47499999999999,,.3833333333333334
2006,05.3,Husholdningsapparater og reparation heraf,3,3088,101.8333333333333,,1.591666666666667
2006,05.4,"Glas, service og husholdningsredskaber",3,2111,84.34166666666667,,2.541666666666667
2006,05.5,Vaerktoej og udstyr til hus og have,3,2367,91.99166666666667,,.7666666666666666
2006,05.6,Andre varer og tjenester til husholdningen,3,3634,86.34999999999999,,2.958333333333333
2006,06.1,"Medicinske produkter, apparater og medicinsk udstyr",3,3387,91.08333333333333,,-1.4
2006,06.2,Ambulant behandling,3,4731,82.375,,2.85
2006,06.3,Hospitalstjenester,3,3,90.04166666666667,,2.658333333333333
2006,07.1,koeb af koeretoejer,3,20192,107.0416666666667,,-.975
2006,07.2,Drift af personlige transportmidler,3,33287,80.70833333333333,,2.833333333333333
2006,07.3,Transporttjenester,3,6234,85.25,,4.2
2006,08.1,Posttjenester,3,602,56,,2.325
2006,08.2,Telefon- og telefaxudstyr,3,424,193.5666666666666,,-11.55833333333333
2006,08.3,Teletjenester,3,6896,121.2416666666667,,1.466666666666667
2006,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,3,4073,188.025,,-9.316666666666666
2006,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,3,2269,86.51666666666667,,1.508333333333333
2006,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",3,9649,99.23333333333333,,1.266666666666667
2006,09.4,Fritids- og kulturtjenester,3,12784,76.27500000000001,,3.733333333333333
2006,09.5,"Aviser, boeger og papirvarer",3,6060,71.875,,4.466666666666667
2006,09.6,Pakkerejser,3,5742,85.55833333333334,,3.25
2006,10.,Uddannelse,3,2094,70.60000000000001,,4.683333333333334
2006,11.1,"Restauranter, cafeer og kantiner mv.",3,15327,79.25833333333333,,2.591666666666667
2006,11.2,Overnatningsfaciliteter,3,2844,97.01666666666667,,3.741666666666666
2006,12.1,Personlig pleje,3,8297,88.72499999999999,,2.483333333333333
2006,12.3,Andre personlige effekter,3,3315,82.96666666666667,,3.575
2006,12.4,Daginstitutioner og social forsorg,3,4867,88.03333333333333,,-4.35
2006,12.5,Forsikring,3,20838,82.075,,.7000000000000001
2006,12.6,Finansielle tjenester,3,1404,78.52500000000001,,-3.275
2006,12.7,Andre tjenester,3,1209,79.23333333333333,,2.966666666666667
2006,01.1,Foedevarer,4,51675,81.28333333333333,,4.441666666666666
2006,01.2,Ikke-alkoholiske drikkevarer,4,4659,82.09166666666667,,6.208333333333333
2006,02.1,Alkoholiske drikkevarer,4,5906,81.88333333333334,,1.558333333333333
2006,02.2,Tobak,4,5037,68.21666666666667,,1.658333333333333
2006,03.1,Beklaedning,4,16394,105.6916666666667,,-3.558333333333333
2006,03.2,Fodtoej,4,11463,71.03333333333333,,4.258333333333334
2006,04.1,Faktisk husleje,4,11134,80.76666666666667,,2.05
2006,04.2,Beregnet lejevaerdi af bolig,4,58010,80.375,,2.083333333333333
2006,04.3,Vedligeholdelse og reparation af bolig,4,11192,83.75833333333333,,4.183333333333334
2006,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,4,11193,73.84999999999999,,7.95
2006,04.5,"Elektricitet, gas og andet braendsel",4,31265,84.47499999999999,,-.0083333333333333
2006,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",4,10855,93.94166666666666,,.6416666666666667
2006,05.2,Boligtekstiler,4,1822,89.8,,-.2333333333333332
2006,05.3,Husholdningsapparater og reparation heraf,4,3385,102.3833333333333,,1.15
2006,05.4,"Glas, service og husholdningsredskaber",4,3048,86.36666666666666,,2.475
2006,05.5,Vaerktoej og udstyr til hus og have,4,3083,91.76666666666667,,.7
2006,05.6,Andre varer og tjenester til husholdningen,4,5346,86.20833333333333,,2.475
2006,06.1,"Medicinske produkter, apparater og medicinsk udstyr",4,7916,97.95,,-2.141666666666667
2006,06.2,Ambulant behandling,4,5180,82.3,,2.9
2006,06.3,Hospitalstjenester,4,220,90.04166666666667,,2.658333333333333
2006,07.1,koeb af koeretoejer,4,38774,107.35,,-.9250000000000002
2006,07.2,Drift af personlige transportmidler,4,47358,84.15000000000001,,2.825
2006,07.3,Transporttjenester,4,6781,83.29166666666667,,4.283333333333333
2006,08.1,Posttjenester,4,605,56,,2.325
2006,08.2,Telefon- og telefaxudstyr,4,311,198.8583333333333,,-11.50833333333333
2006,08.3,Teletjenester,4,6789,121.3333333333333,,1.683333333333333
2006,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,4,5433,193.5083333333333,,-10.44166666666667
2006,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,4,7056,85.20833333333333,,1.416666666666667
2006,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",4,12072,102.2583333333333,,.1833333333333331
2006,09.4,Fritids- og kulturtjenester,4,12583,79.36666666666667,,2.516666666666667
2006,09.5,"Aviser, boeger og papirvarer",4,6745,74.05833333333334,,4.483333333333333
2006,09.6,Pakkerejser,4,7572,85.55833333333334,,3.25
2006,10.,Uddannelse,4,4405,70.59166666666667,,4.666666666666666
2006,11.1,"Restauranter, cafeer og kantiner mv.",4,16811,79.15000000000001,,2.591666666666667
2006,11.2,Overnatningsfaciliteter,4,3952,94.43333333333334,,3.741666666666666
2006,12.1,Personlig pleje,4,10591,87.97499999999999,,2.833333333333333
2006,12.3,Andre personlige effekter,4,3823,77.83333333333333,,3.4
2006,12.4,Daginstitutioner og social forsorg,4,9139,88.93333333333334,,-4.216666666666667
2006,12.5,Forsikring,4,26886,82.27500000000001,,.625
2006,12.6,Finansielle tjenester,4,2272,76.38333333333333,,-3.15
2006,12.7,Andre tjenester,4,806,79.41666666666667,,2.133333333333333
2006,01.1,Foedevarer,5,58202,81.05833333333334,,4.3
2006,01.2,Ikke-alkoholiske drikkevarer,5,4839,84.15000000000001,,5.475000000000001
2006,02.1,Alkoholiske drikkevarer,5,8164,82.75,,1.441666666666667
2006,02.2,Tobak,5,5339,68.325,,1.65
2006,03.1,Beklaedning,5,21380,105.3333333333333,,-3.225
2006,03.2,Fodtoej,5,6625,74.75833333333334,,4.266666666666667
2006,04.1,Faktisk husleje,5,12014,80.61666666666666,,2.108333333333333
2006,04.2,Beregnet lejevaerdi af bolig,5,71870,80.375,,2.083333333333333
2006,04.3,Vedligeholdelse og reparation af bolig,5,8434,81.13333333333334,,5.05
2006,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,5,15501,73.42500000000001,,7.725
2006,04.5,"Elektricitet, gas og andet braendsel",5,37509,87.10833333333333,,-.6166666666666667
2006,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",5,15923,94.21666666666667,,.4166666666666667
2006,05.2,Boligtekstiler,5,1450,87.46666666666667,,1.15
2006,05.3,Husholdningsapparater og reparation heraf,5,3653,101.475,,.8666666666666669
2006,05.4,"Glas, service og husholdningsredskaber",5,3851,87.46666666666667,,2.333333333333333
2006,05.5,Vaerktoej og udstyr til hus og have,5,6267,90,,.8333333333333333
2006,05.6,Andre varer og tjenester til husholdningen,5,9017,85.77500000000001,,2.958333333333333
2006,06.1,"Medicinske produkter, apparater og medicinsk udstyr",5,6208,95.36666666666667,,-2.05
2006,06.2,Ambulant behandling,5,8307,82.34999999999999,,2.65
2006,06.3,Hospitalstjenester,5,1,90.04166666666667,,2.658333333333333
2006,07.1,koeb af koeretoejer,5,29654,107.1166666666667,,-.8749999999999999
2006,07.2,Drift af personlige transportmidler,5,55149,80.99166666666666,,2.625
2006,07.3,Transporttjenester,5,10315,86.25833333333333,,4.308333333333334
2006,08.1,Posttjenester,5,613,56,,2.325
2006,08.2,Telefon- og telefaxudstyr,5,523,202.25,,-12.2
2006,08.3,Teletjenester,5,5593,117.2416666666667,,1.175
2006,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,5,9743,188.0083333333333,,-10.00833333333333
2006,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,5,55568,86.88333333333334,,2.166666666666667
2006,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",5,14527,101.6666666666667,,1.341666666666667
2006,09.4,Fritids- og kulturtjenester,5,16582,78.53333333333333,,3.233333333333333
2006,09.5,"Aviser, boeger og papirvarer",5,9096,75.01666666666667,,4.616666666666667
2006,09.6,Pakkerejser,5,22280,85.55833333333334,,3.25
2006,10.,Uddannelse,5,4145,69.2,,4.808333333333334
2006,11.1,"Restauranter, cafeer og kantiner mv.",5,33079,79.175,,2.608333333333333
2006,11.2,Overnatningsfaciliteter,5,9305,97.51666666666667,,3.808333333333334
2006,12.1,Personlig pleje,5,16428,87.3,,2.991666666666667
2006,12.3,Andre personlige effekter,5,6173,80.50833333333334,,3.775
2006,12.4,Daginstitutioner og social forsorg,5,9724,90.26666666666667,,-3.916666666666667
2006,12.5,Forsikring,5,32523,81.8,,.625
2006,12.6,Finansielle tjenester,5,3308,76.65000000000001,,-.8
2006,12.7,Andre tjenester,5,2724,79.81666666666666,,2.225
2007,01.1,Foedevarer,1,19089,84.575,4.45,7.758333333333333
2007,01.2,Ikke-alkoholiske drikkevarer,1,2229,86.125,4.191666666666666,7.266666666666667
2007,02.1,Alkoholiske drikkevarer,1,2432,83.86666666666667,1.741666666666667,7.675
2007,02.2,Tobak,1,4237,68.375,1.716666666666667,2.066666666666666
2007,03.1,Beklaedning,1,5815,101.3916666666667,-2.991666666666667,-.5916666666666666
2007,03.2,Fodtoej,1,2147,70.88333333333334,4.991666666666666,.5
2007,04.1,Faktisk husleje,1,38385,82.14166666666667,2.066666666666667,2.608333333333333
2007,04.2,Beregnet lejevaerdi af bolig,1,7888,82.05833333333334,2.083333333333333,2.283333333333333
2007,04.3,Vedligeholdelse og reparation af bolig,1,1589,83.125,5.025,4.45
2007,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,1,4338,79.09999999999999,8.300000000000001,6.55
2007,04.5,"Elektricitet, gas og andet braendsel",1,15898,82.77500000000001,.2916666666666665,6.3
2007,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",1,2195,94.98333333333333,.4166666666666666,1.966666666666667
2007,05.2,Boligtekstiler,1,751,87.05,.0416666666666667,1.308333333333333
2007,05.3,Husholdningsapparater og reparation heraf,1,1005,105.2916666666667,.5166666666666668,.7833333333333334
2007,05.4,"Glas, service og husholdningsredskaber",1,784,87.19166666666666,2.341666666666667,2.175
2007,05.5,Vaerktoej og udstyr til hus og have,1,677,91.46666666666667,.8166666666666668,1.575
2007,05.6,Andre varer og tjenester til husholdningen,1,1763,88.04166666666667,2.45,3.825
2007,06.1,"Medicinske produkter, apparater og medicinsk udstyr",1,3182,94.47499999999999,-2.183333333333334,-4.483333333333333
2007,06.2,Ambulant behandling,1,2105,84.77500000000001,2.65,3.375
2007,06.3,Hospitalstjenester,1,0,92.43333333333334,2.658333333333333,1.75
2007,07.1,koeb af koeretoejer,1,4628,105.05,-.8916666666666665,-.9666666666666666
2007,07.2,Drift af personlige transportmidler,1,6083,83.35833333333333,2.741666666666666,5.141666666666666
2007,07.3,Transporttjenester,1,4873,84.43333333333334,4.683333333333334,4.775
2007,08.1,Posttjenester,1,254,57.325,2.325,14.05
2007,08.2,Telefon- og telefaxudstyr,1,159,173.5416666666667,-12.13333333333334,-17.625
2007,08.3,Teletjenester,1,4176,114.6833333333333,-.8083333333333332,.1833333333333333
2007,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,1,2048,187.9,-10.18333333333333,-8.641666666666666
2007,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,1,1095,96.76666666666667,.5083333333333334,-4.283333333333334
2007,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",1,3566,103.5166666666667,1.825,1.833333333333333
2007,09.4,Fritids- og kulturtjenester,1,8044,78.24166666666666,4.8,3.5
2007,09.5,"Aviser, boeger og papirvarer",1,3235,75.04166666666667,4.8,3.85
2007,09.6,Pakkerejser,1,2239,88.15833333333333,3.25,3.566666666666667
2007,10.,Uddannelse,1,391,75.56666666666666,4.100000000000001,3.766666666666667
2007,11.1,"Restauranter, cafeer og kantiner mv.",1,7338,81.91666666666667,2.416666666666667,4.583333333333334
2007,11.2,Overnatningsfaciliteter,1,786,101.625,3.758333333333334,3.125
2007,12.1,Personlig pleje,1,3321,92.11666666666667,2.691666666666667,2.85
2007,12.3,Andre personlige effekter,1,1098,82.29166666666667,3.6,4.816666666666666
2007,12.4,Daginstitutioner og social forsorg,1,737,77.8,2.566666666666667,6.166666666666667
2007,12.5,Forsikring,1,5588,80.27500000000001,1.225,2.175
2007,12.6,Finansielle tjenester,1,607,74.79166666666667,-4.183333333333334,-4.216666666666667
2007,12.7,Andre tjenester,1,1080,76.27500000000001,5.866666666666666,5.683333333333334
2007,01.1,Foedevarer,2,28829,84.93333333333334,4.266666666666667,7.566666666666666
2007,01.2,Ikke-alkoholiske drikkevarer,2,2774,87.69166666666666,5.016666666666667,7.475
2007,02.1,Alkoholiske drikkevarer,2,3854,84.10833333333333,1.625,7.025
2007,02.2,Tobak,2,4611,69.19999999999999,1.766666666666667,1.916666666666667
2007,03.1,Beklaedning,2,8014,101.0916666666667,-2.858333333333333,-.2749999999999999
2007,03.2,Fodtoej,2,3292,70.39166666666667,4.541666666666667,.75
2007,04.1,Faktisk husleje,2,32165,82.28333333333333,2.025,3
2007,04.2,Beregnet lejevaerdi af bolig,2,20932,82.05833333333334,2.083333333333333,2.283333333333333
2007,04.3,Vedligeholdelse og reparation af bolig,2,6358,86.60833333333333,4.516666666666667,4.266666666666667
2007,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,2,6400,79.22499999999999,8.174999999999999,6.625
2007,04.5,"Elektricitet, gas og andet braendsel",2,20506,83.675,.4083333333333328,7.733333333333333
2007,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",2,4890,94.175,.7,1.975
2007,05.2,Boligtekstiler,2,908,88.34999999999999,.45,1.825
2007,05.3,Husholdningsapparater og reparation heraf,2,1886,93.22499999999999,2.475,.925
2007,05.4,"Glas, service og husholdningsredskaber",2,1534,88.23333333333333,2.033333333333333,2.575
2007,05.5,Vaerktoej og udstyr til hus og have,2,1478,91.95,.8500000000000002,1.525
2007,05.6,Andre varer og tjenester til husholdningen,2,2572,88.11666666666666,2.533333333333333,3.683333333333333
2007,06.1,"Medicinske produkter, apparater og medicinsk udstyr",2,7232,93.25,-1.666666666666666,-2.191666666666666
2007,06.2,Ambulant behandling,2,3750,84.34999999999999,2.75,3.375
2007,06.3,Hospitalstjenester,2,313,92.43333333333334,2.658333333333333,1.75
2007,07.1,koeb af koeretoejer,2,14283,106.1333333333333,-.8416666666666667,-.8916666666666668
2007,07.2,Drift af personlige transportmidler,2,18429,85.04166666666667,2.666666666666667,5.65
2007,07.3,Transporttjenester,2,5472,84.56666666666666,4.183333333333334,5.141666666666667
2007,08.1,Posttjenester,2,660,57.325,2.325,14.05
2007,08.2,Telefon- og telefaxudstyr,2,221,167.2166666666667,-11.31666666666667,-16.74166666666666
2007,08.3,Teletjenester,2,5530,120.1916666666667,.3250000000000002,-.0416666666666665
2007,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,2,4259,163.1166666666667,-8.524999999999999,-7.775
2007,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,2,232,91.45,1.45,1.216666666666667
2007,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",2,5264,102.4,.4833333333333336,1.175
2007,09.4,Fritids- og kulturtjenester,2,9582,79.29166666666667,3.991666666666666,3.083333333333333
2007,09.5,"Aviser, boeger og papirvarer",2,4332,76.11666666666666,4.491666666666667,3.6
2007,09.6,Pakkerejser,2,4289,88.15833333333333,3.25,3.566666666666667
2007,10.,Uddannelse,2,1051,74.74166666666667,4.358333333333333,4.066666666666666
2007,11.1,"Restauranter, cafeer og kantiner mv.",2,12002,81.52500000000001,2.458333333333333,4.641666666666667
2007,11.2,Overnatningsfaciliteter,2,1530,98.70833333333333,3.775,2.733333333333333
2007,12.1,Personlig pleje,2,5368,91.90833333333333,2.508333333333333,2.566666666666667
2007,12.3,Andre personlige effekter,2,1431,83.875,3.3,4.541666666666666
2007,12.4,Daginstitutioner og social forsorg,2,1202,81.16666666666666,-2.583333333333334,3.333333333333332
2007,12.5,Forsikring,2,11041,82.425,.8500000000000002,1.925
2007,12.6,Finansielle tjenester,2,1041,74.19166666666666,-.7166666666666668,-.666666666666667
2007,12.7,Andre tjenester,2,1173,77.8,3.175,5.8
2007,01.1,Foedevarer,3,39338,84.53333333333333,4.283333333333333,7.558333333333334
2007,01.2,Ikke-alkoholiske drikkevarer,3,3986,88.19166666666666,5.600000000000001,7.975
2007,02.1,Alkoholiske drikkevarer,3,5057,82.925,1.633333333333333,6.941666666666666
2007,02.2,Tobak,3,6031,69.31666666666666,1.641666666666667,1.85
2007,03.1,Beklaedning,3,12746,101.4083333333333,-3.116666666666667,-.9000000000000001
2007,03.2,Fodtoej,3,4190,73.84166666666667,4.525,.625
2007,04.1,Faktisk husleje,3,24375,82,2.058333333333334,2.7
2007,04.2,Beregnet lejevaerdi af bolig,3,33768,82.05833333333334,2.083333333333333,2.283333333333333
2007,04.3,Vedligeholdelse og reparation af bolig,3,7878,85.47499999999999,3.825,3.683333333333333
2007,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,3,8455,79.15000000000001,8.199999999999999,6.825
2007,04.5,"Elektricitet, gas og andet braendsel",3,24322,84.54166666666667,.1750000000000003,7.616666666666667
2007,05.1,"Moebler og boligudstyr, taepper og anden gulvbelgning",3,9187,97.26666666666667,.475,1.9
2007,05.2,Boligtekstiler,3,1318,88.80833333333334,.3833333333333334,1.716666666666667
2007,05.3,Husholdningsapparater og reparation heraf,3,3264,103.425,1.591666666666667,.9333333333333336
2007,05.4,"Glas, service og husholdningsredskaber",3,2433,86.49166666666667,2.541666666666667,3.35
2007,05.5,Vaerktoej og udstyr til hus og have,3,1955,92.7,.7666666666666666,1.525
2007,05.6,Andre varer og tjenester til husholdningen,3,3602,88.90833333333333,2.958333333333333,3.208333333333333
2007,06.1,"Medicinske produkter, apparater og medicinsk udstyr",3,4086,89.8,-1.4,-.7833333333333333
2007,06.2,Ambulant behandling,3,4492,84.72499999999999,2.85,3.075
2007,06.3,Hospitalstjenester,3,1,92.43333333333334,2.658333333333333,1.75
2007,07.1,koeb af koeretoejer,3,20663,105.9916666666667,-.975,-1.058333333333334
2007,07.2,Drift af personlige transportmidler,3,31317,82.97499999999999,2.833333333333333,5.633333333333333
2007,07.3,Transporttjenester,3,6207,88.84166666666667,4.2,5.366666666666667
2007,08.1,Posttjenester,3,488,57.325,2.325,14.05
2007,08.2,Telefon- og telefaxudstyr,3,383,166.6166666666667,-11.55833333333333,-16.95833333333334
2007,08.3,Teletjenester,3,6813,123.0083333333333,1.466666666666667,-.083333333333333
2007,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,3,4804,170.4916666666667,-9.316666666666666,-8.566666666666666
2007,09.2,Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter,3,2676,87.825,1.508333333333333,2.908333333333333
2007,09.3,"Andet tilbehoer og udstyr til fritid, haver og kaeledyr",3,9208,100.475,1.266666666666667,2.358333333333333
2007,09.4,Fritids- og kulturtjenester,3,13598,79.125,3.733333333333333,3.116666666666667
2007,09.5,"Aviser, boeger og papirvarer",3,5235,75.06666666666666,4.466666666666667,3.591666666666667
2007,09.6,Pakkerejser,3,6844,88.15833333333333,3.25,3.566666666666667
2007,10.,Uddannelse,3,2235,73.90000000000001,4.683333333333334,4.241666666666666
2007,11.1,"Restauranter, cafeer og kantiner mv.",3,17607,81.31666666666666,2.591666666666667,5.166666666666667
2007,11.2,Overnatningsfaciliteter,3,2752,100.6416666666667,3.741666666666666,3.025
2007,12.1,Personlig pleje,3,8403,90.925,2.483333333333333,2.6
