Aarstal;Indkomstgruppe;Katergori;Average;inflation_t-1;inflation_t+12;Forbrug
2006;Under 250.000 kr.;07.2 Drift af personlige transportmidler;81,15833333;;2,741666667;8901
2006;Under 250.000 kr.;07.3 Transporttjenester;80,65833333;;4,683333333;5299
2006;Under 250.000 kr.;08.1 Posttjenester;56;;2,325;318
2006;Under 250.000 kr.;08.2 Telefon- og telefaxudstyr;204,2333333;;-12,13333333;113
2006;Under 250.000 kr.;08.3 Teletjenester;115,6166667;;-0,808333333;4347
2006;Under 250.000 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;209,2333333;;-10,18333333;1730
2006;Under 250.000 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;96,275;;0,508333333;616
2006;Under 250.000 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;101,6916667;;1,825;3377
2006;Under 250.000 kr.;09.4 Fritids- og kulturtjenester;74,66666667;;4,8;7253
2006;Under 250.000 kr.;09.5 Aviser, boeger og papirvarer;71,6;;4,8;3517
2006;Under 250.000 kr.;09.6 Pakkerejser;85,55833333;;3,25;1833
2006;Under 250.000 kr.;10. Uddannelse;72,6;;4,1;637
2006;Under 250.000 kr.;11.1 Restauranter, cafeer og kantiner mv.;79,98333333;;2,416666667;6719
2006;Under 250.000 kr.;11.2 Overnatningsfaciliteter;97,95;;3,758333333;527
2006;Under 250.000 kr.;12.1 Personlig pleje;89,7;;2,691666667;3926
2006;Under 250.000 kr.;12.3 Andre personlige effekter;79,44166667;;3,6;900
2006;Under 250.000 kr.;12.4 Daginstitutioner og social forsorg;75,83333333;;2,566666667;742
2006;Under 250.000 kr.;12.5 Forsikring;79,3;;1,225;6189
2006;Under 250.000 kr.;12.6 Finansielle tjenester;78,05;;-4,183333333;368
2006;Under 250.000 kr.;12.7 Andre tjenester;72,03333333;;5,866666667;458
2006;250.000 - 449.999 kr.;00 Forbrugerprisindekset i alt;85,08333333;;1,8;275252
2006;250.000 - 449.999 kr.;01.1 Foedevarer;81,45833333;;4,266666667;29784
2006;250.000 - 449.999 kr.;01.2 Ikke-alkoholiske drikkevarer;83,51666667;;5,016666667;2846
2006;250.000 - 449.999 kr.;02.1 Alkoholiske drikkevarer;82,775;;1,625;3806
2006;250.000 - 449.999 kr.;02.2 Tobak;68;;1,766666667;6559
2006;250.000 - 449.999 kr.;03.1 Beklaedning;104,025;;-2,858333333;7560
2006;250.000 - 449.999 kr.;03.2 Fodtoej;67,375;;4,541666667;3501
2006;250.000 - 449.999 kr.;04.1 Faktisk husleje;80,64166667;;2,025;30635
2006;250.000 - 449.999 kr.;04.2 Beregnet lejevaerdi af bolig;80,375;;2,083333333;22974
2006;250.000 - 449.999 kr.;04.3 Vedligeholdelse og reparation af bolig;82,86666667;;4,516666667;4028
2006;250.000 - 449.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;73,25;;8,175;6559
2006;250.000 - 449.999 kr.;04.5 Elektricitet, gas og andet braendsel;83,35;;0,408333333;22898
2006;250.000 - 449.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;93,51666667;;0,7;4956
2006;250.000 - 449.999 kr.;05.2 Boligtekstiler;87,95833333;;0,45;829
2006;250.000 - 449.999 kr.;05.3 Husholdningsapparater og reparation heraf;90,99166667;;2,475;1694
2006;250.000 - 449.999 kr.;05.4 Glas, service og husholdningsredskaber;86,48333333;;2,033333333;1403
2006;250.000 - 449.999 kr.;05.5 Vaerktoej og udstyr til hus og have;91,175;;0,85;1267
2006;250.000 - 449.999 kr.;05.6 Andre varer og tjenester til husholdningen;85,93333333;;2,533333333;2521
2006;250.000 - 449.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;94,86666667;;-1,666666667;5004
2006;250.000 - 449.999 kr.;06.2 Ambulant behandling;82,1;;2,75;3653
2006;250.000 - 449.999 kr.;06.3 Hospitalstjenester;90,04166667;;2,658333333;133
2006;250.000 - 449.999 kr.;07.1 koeb af koeretoejer;107,05;;-0,841666667;14400
2006;250.000 - 449.999 kr.;07.2 Drift af personlige transportmidler;82,85833333;;2,666666667;19792
2006;250.000 - 449.999 kr.;07.3 Transporttjenester;81,16666667;;4,183333333;4997
2006;250.000 - 449.999 kr.;08.1 Posttjenester;56;;2,325;582
2006;250.000 - 449.999 kr.;08.2 Telefon- og telefaxudstyr;193,3583333;;-11,31666667;187
2006;250.000 - 449.999 kr.;08.3 Teletjenester;119,8166667;;0,325;5461
2006;250.000 - 449.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;178,3083333;;-8,525;4248
2006;250.000 - 449.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;90,15833333;;1,45;510
2006;250.000 - 449.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;101,9166667;;0,483333333;4604
2006;250.000 - 449.999 kr.;09.4 Fritids- og kulturtjenester;76,25;;3,991666667;9465
2006;250.000 - 449.999 kr.;09.5 Aviser, boeger og papirvarer;72,85833333;;4,491666667;5719
2006;250.000 - 449.999 kr.;09.6 Pakkerejser;85,55833333;;3,25;4780
2006;250.000 - 449.999 kr.;10. Uddannelse;71,625;;4,358333333;936
2006;250.000 - 449.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;79,575;;2,458333333;12336
2006;250.000 - 449.999 kr.;11.2 Overnatningsfaciliteter;95,15;;3,775;1254
2006;250.000 - 449.999 kr.;12.1 Personlig pleje;89,65;;2,508333333;5100
2006;250.000 - 449.999 kr.;12.3 Andre personlige effekter;81,19166667;;3,3;1770
2006;250.000 - 449.999 kr.;12.4 Daginstitutioner og social forsorg;83,33333333;;-2,583333333;1532
2006;250.000 - 449.999 kr.;12.5 Forsikring;81,725;;0,85;12670
2006;250.000 - 449.999 kr.;12.6 Finansielle tjenester;74,725;;-0,716666667;1430
2006;250.000 - 449.999 kr.;12.7 Andre tjenester;75,40833333;;3,175;870
2006;450.000 - 699.999 kr.;00 Forbrugerprisindekset i alt;85,675;;1,608333333;374165
2006;450.000 - 699.999 kr.;01.1 Foedevarer;81,05833333;;4,283333333;38784
2006;450.000 - 699.999 kr.;01.2 Ikke-alkoholiske drikkevarer;83,51666667;;5,6;4343
2006;450.000 - 699.999 kr.;02.1 Alkoholiske drikkevarer;81,60833333;;1,633333333;5014
2006;450.000 - 699.999 kr.;02.2 Tobak;68,2;;1,641666667;7295
2006;450.000 - 699.999 kr.;03.1 Beklaedning;104,6416667;;-3,116666667;13424
2006;450.000 - 699.999 kr.;03.2 Fodtoej;70,68333333;;4,525;3285
2006;450.000 - 699.999 kr.;04.1 Faktisk husleje;80,34166667;;2,058333333;21929
2006;450.000 - 699.999 kr.;04.2 Beregnet lejevaerdi af bolig;80,375;;2,083333333;39404
2006;450.000 - 699.999 kr.;04.3 Vedligeholdelse og reparation af bolig;82,325;;3,825;8158
2006;450.000 - 699.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;73,15;;8,2;8958
2006;450.000 - 699.999 kr.;04.5 Elektricitet, gas og andet braendsel;84,4;;0,175;26811
2006;450.000 - 699.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;96,79166667;;0,475;7911
2006;450.000 - 699.999 kr.;05.2 Boligtekstiler;88,475;;0,383333333;1122
2006;450.000 - 699.999 kr.;05.3 Husholdningsapparater og reparation heraf;101,8333333;;1,591666667;3088
2006;450.000 - 699.999 kr.;05.4 Glas, service og husholdningsredskaber;84,34166667;;2,541666667;2111
2006;450.000 - 699.999 kr.;05.5 Vaerktoej og udstyr til hus og have;91,99166667;;0,766666667;2367
2006;450.000 - 699.999 kr.;05.6 Andre varer og tjenester til husholdningen;86,35;;2,958333333;3634
2006;450.000 - 699.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;91,08333333;;-1,4;3387
2006;450.000 - 699.999 kr.;06.2 Ambulant behandling;82,375;;2,85;4731
2006;450.000 - 699.999 kr.;06.3 Hospitalstjenester;90,04166667;;2,658333333;3
2006;450.000 - 699.999 kr.;07.1 koeb af koeretoejer;107,0416667;;-0,975;20192
2006;450.000 - 699.999 kr.;07.2 Drift af personlige transportmidler;80,70833333;;2,833333333;33287
2006;450.000 - 699.999 kr.;07.3 Transporttjenester;85,25;;4,2;6234
2006;450.000 - 699.999 kr.;08.1 Posttjenester;56;;2,325;602
2006;450.000 - 699.999 kr.;08.2 Telefon- og telefaxudstyr;193,5666667;;-11,55833333;424
2006;450.000 - 699.999 kr.;08.3 Teletjenester;121,2416667;;1,466666667;6896
2006;450.000 - 699.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;188,025;;-9,316666667;4073
2006;450.000 - 699.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;86,51666667;;1,508333333;2269
2006;450.000 - 699.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;99,23333333;;1,266666667;9649
2006;450.000 - 699.999 kr.;09.4 Fritids- og kulturtjenester;76,275;;3,733333333;12784
2006;450.000 - 699.999 kr.;09.5 Aviser, boeger og papirvarer;71,875;;4,466666667;6060
2006;450.000 - 699.999 kr.;09.6 Pakkerejser;85,55833333;;3,25;5742
2006;450.000 - 699.999 kr.;10. Uddannelse;70,6;;4,683333333;2094
2006;450.000 - 699.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;79,25833333;;2,591666667;15327
2006;450.000 - 699.999 kr.;11.2 Overnatningsfaciliteter;97,01666667;;3,741666667;2844
2006;450.000 - 699.999 kr.;12.1 Personlig pleje;88,725;;2,483333333;8297
2006;450.000 - 699.999 kr.;12.3 Andre personlige effekter;82,96666667;;3,575;3315
2006;450.000 - 699.999 kr.;12.4 Daginstitutioner og social forsorg;88,03333333;;-4,35;4867
2006;450.000 - 699.999 kr.;12.5 Forsikring;82,075;;0,7;20838
2006;450.000 - 699.999 kr.;12.6 Finansielle tjenester;78,525;;-3,275;1404
2006;450.000 - 699.999 kr.;12.7 Andre tjenester;79,23333333;;2,966666667;1209
2006;700.000 - 999.999 kr.;00 Forbrugerprisindekset i alt;86,4;;1,483333333;489545
2006;700.000 - 999.999 kr.;01.1 Foedevarer;81,28333333;;4,441666667;51675
2006;700.000 - 999.999 kr.;01.2 Ikke-alkoholiske drikkevarer;82,09166667;;6,208333333;4659
2006;700.000 - 999.999 kr.;02.1 Alkoholiske drikkevarer;81,88333333;;1,558333333;5906
2006;700.000 - 999.999 kr.;02.2 Tobak;68,21666667;;1,658333333;5037
2006;700.000 - 999.999 kr.;03.1 Beklaedning;105,6916667;;-3,558333333;16394
2006;700.000 - 999.999 kr.;03.2 Fodtoej;71,03333333;;4,258333333;11463
2006;700.000 - 999.999 kr.;04.1 Faktisk husleje;80,76666667;;2,05;11134
2006;700.000 - 999.999 kr.;04.2 Beregnet lejevaerdi af bolig;80,375;;2,083333333;58010
2006;700.000 - 999.999 kr.;04.3 Vedligeholdelse og reparation af bolig;83,75833333;;4,183333333;11192
2006;700.000 - 999.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;73,85;;7,95;11193
2006;700.000 - 999.999 kr.;04.5 Elektricitet, gas og andet braendsel;84,475;;-0,008333333;31265
2006;700.000 - 999.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;93,94166667;;0,641666667;10855
2006;700.000 - 999.999 kr.;05.2 Boligtekstiler;89,8;;-0,233333333;1822
2006;700.000 - 999.999 kr.;05.3 Husholdningsapparater og reparation heraf;102,3833333;;1,15;3385
2006;700.000 - 999.999 kr.;05.4 Glas, service og husholdningsredskaber;86,36666667;;2,475;3048
2006;700.000 - 999.999 kr.;05.5 Vaerktoej og udstyr til hus og have;91,76666667;;0,7;3083
2006;700.000 - 999.999 kr.;05.6 Andre varer og tjenester til husholdningen;86,20833333;;2,475;5346
2006;700.000 - 999.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;97,95;;-2,141666667;7916
2006;700.000 - 999.999 kr.;06.2 Ambulant behandling;82,3;;2,9;5180
2006;700.000 - 999.999 kr.;06.3 Hospitalstjenester;90,04166667;;2,658333333;220
2006;700.000 - 999.999 kr.;07.1 koeb af koeretoejer;107,35;;-0,925;38774
2006;700.000 - 999.999 kr.;07.2 Drift af personlige transportmidler;84,15;;2,825;47358
2006;700.000 - 999.999 kr.;07.3 Transporttjenester;83,29166667;;4,283333333;6781
2006;700.000 - 999.999 kr.;08.1 Posttjenester;56;;2,325;605
2006;700.000 - 999.999 kr.;08.2 Telefon- og telefaxudstyr;198,8583333;;-11,50833333;311
2006;700.000 - 999.999 kr.;08.3 Teletjenester;121,3333333;;1,683333333;6789
2006;700.000 - 999.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;193,5083333;;-10,44166667;5433
2006;700.000 - 999.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;85,20833333;;1,416666667;7056
2006;700.000 - 999.999 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;102,2583333;;0,183333333;12072
2006;700.000 - 999.999 kr.;09.4 Fritids- og kulturtjenester;79,36666667;;2,516666667;12583
2006;700.000 - 999.999 kr.;09.5 Aviser, boeger og papirvarer;74,05833333;;4,483333333;6745
2006;700.000 - 999.999 kr.;09.6 Pakkerejser;85,55833333;;3,25;7572
2006;700.000 - 999.999 kr.;10. Uddannelse;70,59166667;;4,666666667;4405
2006;700.000 - 999.999 kr.;11.1 Restauranter, cafeer og kantiner mv.;79,15;;2,591666667;16811
2006;700.000 - 999.999 kr.;11.2 Overnatningsfaciliteter;94,43333333;;3,741666667;3952
2006;700.000 - 999.999 kr.;12.1 Personlig pleje;87,975;;2,833333333;10591
2006;700.000 - 999.999 kr.;12.3 Andre personlige effekter;77,83333333;;3,4;3823
2006;700.000 - 999.999 kr.;12.4 Daginstitutioner og social forsorg;88,93333333;;-4,216666667;9139
2006;700.000 - 999.999 kr.;12.5 Forsikring;82,275;;0,625;26886
2006;700.000 - 999.999 kr.;12.6 Finansielle tjenester;76,38333333;;-3,15;2272
2006;700.000 - 999.999 kr.;12.7 Andre tjenester;79,41666667;;2,133333333;806
2006;1.000.000 kr. og derover;00 Forbrugerprisindekset i alt;86,39166667;;1,666666667;651607
2006;1.000.000 kr. og derover;01.1 Foedevarer;81,05833333;;4,3;58202
2006;1.000.000 kr. og derover;01.2 Ikke-alkoholiske drikkevarer;84,15;;5,475;4839
2006;1.000.000 kr. og derover;02.1 Alkoholiske drikkevarer;82,75;;1,441666667;8164
2006;1.000.000 kr. og derover;02.2 Tobak;68,325;;1,65;5339
2006;1.000.000 kr. og derover;03.1 Beklaedning;105,3333333;;-3,225;21380
2006;1.000.000 kr. og derover;03.2 Fodtoej;74,75833333;;4,266666667;6625
2006;1.000.000 kr. og derover;04.1 Faktisk husleje;80,61666667;;2,108333333;12014
2006;1.000.000 kr. og derover;04.2 Beregnet lejevaerdi af bolig;80,375;;2,083333333;71870
2006;1.000.000 kr. og derover;04.3 Vedligeholdelse og reparation af bolig;81,13333333;;5,05;8434
2006;1.000.000 kr. og derover;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;73,425;;7,725;15501
2006;1.000.000 kr. og derover;04.5 Elektricitet, gas og andet braendsel;87,10833333;;-0,616666667;37509
2006;1.000.000 kr. og derover;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;94,21666667;;0,416666667;15923
2006;1.000.000 kr. og derover;05.2 Boligtekstiler;87,46666667;;1,15;1450
2006;1.000.000 kr. og derover;05.3 Husholdningsapparater og reparation heraf;101,475;;0,866666667;3653
2006;1.000.000 kr. og derover;05.4 Glas, service og husholdningsredskaber;87,46666667;;2,333333333;3851
2006;1.000.000 kr. og derover;05.5 Vaerktoej og udstyr til hus og have;90;;0,833333333;6267
2006;1.000.000 kr. og derover;05.6 Andre varer og tjenester til husholdningen;85,775;;2,958333333;9017
2006;1.000.000 kr. og derover;06.1 Medicinske produkter, apparater og medicinsk udstyr;95,36666667;;-2,05;6208
2006;1.000.000 kr. og derover;06.2 Ambulant behandling;82,35;;2,65;8307
2006;1.000.000 kr. og derover;06.3 Hospitalstjenester;90,04166667;;2,658333333;1
2006;1.000.000 kr. og derover;07.1 koeb af koeretoejer;107,1166667;;-0,875;29654
2006;1.000.000 kr. og derover;07.2 Drift af personlige transportmidler;80,99166667;;2,625;55149
2006;1.000.000 kr. og derover;07.3 Transporttjenester;86,25833333;;4,308333333;10315
2006;1.000.000 kr. og derover;08.1 Posttjenester;56;;2,325;613
2006;1.000.000 kr. og derover;08.2 Telefon- og telefaxudstyr;202,25;;-12,2;523
2006;1.000.000 kr. og derover;08.3 Teletjenester;117,2416667;;1,175;5593
2006;1.000.000 kr. og derover;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;188,0083333;;-10,00833333;9743
2006;1.000.000 kr. og derover;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;86,88333333;;2,166666667;55568
2006;1.000.000 kr. og derover;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;101,6666667;;1,341666667;14527
2006;1.000.000 kr. og derover;09.4 Fritids- og kulturtjenester;78,53333333;;3,233333333;16582
2006;1.000.000 kr. og derover;09.5 Aviser, boeger og papirvarer;75,01666667;;4,616666667;9096
2006;1.000.000 kr. og derover;09.6 Pakkerejser;85,55833333;;3,25;22280
2006;1.000.000 kr. og derover;10. Uddannelse;69,2;;4,808333333;4145
2006;1.000.000 kr. og derover;11.1 Restauranter, cafeer og kantiner mv.;79,175;;2,608333333;33079
2006;1.000.000 kr. og derover;11.2 Overnatningsfaciliteter;97,51666667;;3,808333333;9305
2006;1.000.000 kr. og derover;12.1 Personlig pleje;87,3;;2,991666667;16428
2006;1.000.000 kr. og derover;12.3 Andre personlige effekter;80,50833333;;3,775;6173
2006;1.000.000 kr. og derover;12.4 Daginstitutioner og social forsorg;90,26666667;;-3,916666667;9724
2006;1.000.000 kr. og derover;12.5 Forsikring;81,8;;0,625;32523
2006;1.000.000 kr. og derover;12.6 Finansielle tjenester;76,65;;-0,8;3308
2006;1.000.000 kr. og derover;12.7 Andre tjenester;79,81666667;;2,225;2724
2007;Under 250.000 kr.;00 Forbrugerprisindekset i alt;85,38333333;2,008333333;3,558333333;177854
2007;Under 250.000 kr.;01.1 Foedevarer;84,575;4,45;7,758333333;19089
2007;Under 250.000 kr.;01.2 Ikke-alkoholiske drikkevarer;86,125;4,191666667;7,266666667;2229
2007;Under 250.000 kr.;02.1 Alkoholiske drikkevarer;83,86666667;1,741666667;7,675;2432
2007;Under 250.000 kr.;02.2 Tobak;68,375;1,716666667;2,066666667;4237
2007;Under 250.000 kr.;03.1 Beklaedning;101,3916667;-2,991666667;-0,591666667;5815
2007;Under 250.000 kr.;03.2 Fodtoej;70,88333333;4,991666667;0,5;2147
2007;Under 250.000 kr.;04.1 Faktisk husleje;82,14166667;2,066666667;2,608333333;38385
2007;Under 250.000 kr.;04.2 Beregnet lejevaerdi af bolig;82,05833333;2,083333333;2,283333333;7888
2007;Under 250.000 kr.;04.3 Vedligeholdelse og reparation af bolig;83,125;5,025;4,45;1589
2007;Under 250.000 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;79,1;8,3;6,55;4338
2007;Under 250.000 kr.;04.5 Elektricitet, gas og andet braendsel;82,775;0,291666667;6,3;15898
2007;Under 250.000 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;94,98333333;0,416666667;1,966666667;2195
2007;Under 250.000 kr.;05.2 Boligtekstiler;87,05;0,041666667;1,308333333;751
2007;Under 250.000 kr.;05.3 Husholdningsapparater og reparation heraf;105,2916667;0,516666667;0,783333333;1005
2007;Under 250.000 kr.;05.4 Glas, service og husholdningsredskaber;87,19166667;2,341666667;2,175;784
2007;Under 250.000 kr.;05.5 Vaerktoej og udstyr til hus og have;91,46666667;0,816666667;1,575;677
2007;Under 250.000 kr.;05.6 Andre varer og tjenester til husholdningen;88,04166667;2,45;3,825;1763
2007;Under 250.000 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;94,475;-2,183333333;-4,483333333;3182
2007;Under 250.000 kr.;06.2 Ambulant behandling;84,775;2,65;3,375;2105
2007;Under 250.000 kr.;06.3 Hospitalstjenester;92,43333333;2,658333333;1,75;0
2007;Under 250.000 kr.;07.1 koeb af koeretoejer;105,05;-0,891666667;-0,966666667;4628
2007;Under 250.000 kr.;07.2 Drift af personlige transportmidler;83,35833333;2,741666667;5,141666667;6083
2007;Under 250.000 kr.;07.3 Transporttjenester;84,43333333;4,683333333;4,775;4873
2007;Under 250.000 kr.;08.1 Posttjenester;57,325;2,325;14,05;254
2007;Under 250.000 kr.;08.2 Telefon- og telefaxudstyr;173,5416667;-12,13333333;-17,625;159
2007;Under 250.000 kr.;08.3 Teletjenester;114,6833333;-0,808333333;0,183333333;4176
2007;Under 250.000 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;187,9;-10,18333333;-8,641666667;2048
2007;Under 250.000 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;96,76666667;0,508333333;-4,283333333;1095
2007;Under 250.000 kr.;09.3 Andet tilbehoer og udstyr til fritid, haver og kaeledyr;103,5166667;1,825;1,833333333;3566
2007;Under 250.000 kr.;09.4 Fritids- og kulturtjenester;78,24166667;4,8;3,5;8044
2007;Under 250.000 kr.;09.5 Aviser, boeger og papirvarer;75,04166667;4,8;3,85;3235
2007;Under 250.000 kr.;09.6 Pakkerejser;88,15833333;3,25;3,566666667;2239
2007;Under 250.000 kr.;10. Uddannelse;75,56666667;4,1;3,766666667;391
2007;Under 250.000 kr.;11.1 Restauranter, cafeer og kantiner mv.;81,91666667;2,416666667;4,583333333;7338
2007;Under 250.000 kr.;11.2 Overnatningsfaciliteter;101,625;3,758333333;3,125;786
2007;Under 250.000 kr.;12.1 Personlig pleje;92,11666667;2,691666667;2,85;3321
2007;Under 250.000 kr.;12.3 Andre personlige effekter;82,29166667;3,6;4,816666667;1098
2007;Under 250.000 kr.;12.4 Daginstitutioner og social forsorg;77,8;2,566666667;6,166666667;737
2007;Under 250.000 kr.;12.5 Forsikring;80,275;1,225;2,175;5588
2007;Under 250.000 kr.;12.6 Finansielle tjenester;74,79166667;-4,183333333;-4,216666667;607
2007;Under 250.000 kr.;12.7 Andre tjenester;76,275;5,866666667;5,683333333;1080
2007;250.000 - 449.999 kr.;00 Forbrugerprisindekset i alt;86,61666667;1,8;3,5;270690
2007;250.000 - 449.999 kr.;01.1 Foedevarer;84,93333333;4,266666667;7,566666667;28829
2007;250.000 - 449.999 kr.;01.2 Ikke-alkoholiske drikkevarer;87,69166667;5,016666667;7,475;2774
2007;250.000 - 449.999 kr.;02.1 Alkoholiske drikkevarer;84,10833333;1,625;7,025;3854
2007;250.000 - 449.999 kr.;02.2 Tobak;69,2;1,766666667;1,916666667;4611
2007;250.000 - 449.999 kr.;03.1 Beklaedning;101,0916667;-2,858333333;-0,275;8014
2007;250.000 - 449.999 kr.;03.2 Fodtoej;70,39166667;4,541666667;0,75;3292
2007;250.000 - 449.999 kr.;04.1 Faktisk husleje;82,28333333;2,025;3;32165
2007;250.000 - 449.999 kr.;04.2 Beregnet lejevaerdi af bolig;82,05833333;2,083333333;2,283333333;20932
2007;250.000 - 449.999 kr.;04.3 Vedligeholdelse og reparation af bolig;86,60833333;4,516666667;4,266666667;6358
2007;250.000 - 449.999 kr.;04.4 Vandforsyning og andre tjenester i forbindelse med boligen;79,225;8,175;6,625;6400
2007;250.000 - 449.999 kr.;04.5 Elektricitet, gas og andet braendsel;83,675;0,408333333;7,733333333;20506
2007;250.000 - 449.999 kr.;05.1 Moebler og boligudstyr, taepper og anden gulvbelgning;94,175;0,7;1,975;4890
2007;250.000 - 449.999 kr.;05.2 Boligtekstiler;88,35;0,45;1,825;908
2007;250.000 - 449.999 kr.;05.3 Husholdningsapparater og reparation heraf;93,225;2,475;0,925;1886
2007;250.000 - 449.999 kr.;05.4 Glas, service og husholdningsredskaber;88,23333333;2,033333333;2,575;1534
2007;250.000 - 449.999 kr.;05.5 Vaerktoej og udstyr til hus og have;91,95;0,85;1,525;1478
2007;250.000 - 449.999 kr.;05.6 Andre varer og tjenester til husholdningen;88,11666667;2,533333333;3,683333333;2572
2007;250.000 - 449.999 kr.;06.1 Medicinske produkter, apparater og medicinsk udstyr;93,25;-1,666666667;-2,191666667;7232
2007;250.000 - 449.999 kr.;06.2 Ambulant behandling;84,35;2,75;3,375;3750
2007;250.000 - 449.999 kr.;06.3 Hospitalstjenester;92,43333333;2,658333333;1,75;313
2007;250.000 - 449.999 kr.;07.1 koeb af koeretoejer;106,1333333;-0,841666667;-0,891666667;14283
2007;250.000 - 449.999 kr.;07.2 Drift af personlige transportmidler;85,04166667;2,666666667;5,65;18429
2007;250.000 - 449.999 kr.;07.3 Transporttjenester;84,56666667;4,183333333;5,141666667;5472
2007;250.000 - 449.999 kr.;08.1 Posttjenester;57,325;2,325;14,05;660
2007;250.000 - 449.999 kr.;08.2 Telefon- og telefaxudstyr;167,2166667;-11,31666667;-16,74166667;221
2007;250.000 - 449.999 kr.;08.3 Teletjenester;120,1916667;0,325;-0,041666667;5530
2007;250.000 - 449.999 kr.;09.1 Audiovisuelt og fotografisk udstyr og dataudstyr;163,1166667;-8,525;-7,775;4259
2007;250.000 - 449.999 kr.;09.2 Andre stoerre varige forbrugsgoder til fritids- og kulturaktiviteter;91,45;1,45;1,216666667;232
