"2006","250.000 - 449.999 kr.","08.3 Teletjenester",5461
"2006","250.000 - 449.999 kr.","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",4248
"2006","250.000 - 449.999 kr.","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",510
"2006","250.000 - 449.999 kr.","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",4604
"2006","250.000 - 449.999 kr.","09.4 Fritids- og kulturtjenester",9465
"2006","250.000 - 449.999 kr.","09.5 Aviser, bøger og papirvarer",5719
"2006","250.000 - 449.999 kr.","09.6 Pakkerejser",4780
"2006","250.000 - 449.999 kr.","10.1 Førskoleundervisning og primær undervisning",95
"2006","250.000 - 449.999 kr.","10.2 Ungdomsuddannelse",96
"2006","250.000 - 449.999 kr.","10.4 Videregående uddannelse",179
"2006","250.000 - 449.999 kr.","10.5 Undervisning uden for niveau",566
"2006","250.000 - 449.999 kr.","11.1 Restauranter, cafeer og kantiner mv.",12336
"2006","250.000 - 449.999 kr.","11.2 Overnatningsfaciliteter",1254
"2006","250.000 - 449.999 kr.","12.1 Personlig pleje",5100
"2006","250.000 - 449.999 kr.","12.2 Prostitution",0
"2006","250.000 - 449.999 kr.","12.3 Andre personlige effekter",1770
"2006","250.000 - 449.999 kr.","12.4 Daginstitutioner og social forsorg",1532
"2006","250.000 - 449.999 kr.","12.5 Forsikring",12670
"2006","250.000 - 449.999 kr.","12.6 Finansielle tjenester",1430
"2006","250.000 - 449.999 kr.","12.7 Andre tjenester",870
"2006","450.000 - 699.999 kr.","FORBRUG I ALT",374165
"2006","450.000 - 699.999 kr.","01.1 Fødevarer",38784
"2006","450.000 - 699.999 kr.","01.2 Ikke-alkoholiske drikkevarer",4343
"2006","450.000 - 699.999 kr.","02.1 Alkoholiske drikkevarer",5014
"2006","450.000 - 699.999 kr.","02.2 Tobak",7295
"2006","450.000 - 699.999 kr.","02.3 Euforiserende stoffer",0
"2006","450.000 - 699.999 kr.","03.1 Beklædning",13424
"2006","450.000 - 699.999 kr.","03.2 Fodtøj",3285
"2006","450.000 - 699.999 kr.","04.1 Faktisk husleje",21929
"2006","450.000 - 699.999 kr.","04.2 Beregnet lejeværdi af bolig",39404
"2006","450.000 - 699.999 kr.","04.3 Vedligeholdelse og reparation af bolig",8158
"2006","450.000 - 699.999 kr.","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",8958
"2006","450.000 - 699.999 kr.","04.5 Elektricitet, gas og andet brændsel",26811
"2006","450.000 - 699.999 kr.","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",7911
"2006","450.000 - 699.999 kr.","05.2 Boligtekstiler",1122
"2006","450.000 - 699.999 kr.","05.3 Husholdningsapparater og reparation heraf",3088
"2006","450.000 - 699.999 kr.","05.4 Glas, service og husholdningsredskaber",2111
"2006","450.000 - 699.999 kr.","05.5 Værktøj og udstyr til hus og have",2367
"2006","450.000 - 699.999 kr.","05.6 Andre varer og tjenester til husholdningen",3634
"2006","450.000 - 699.999 kr.","06.1 Medicinske produkter, apparater og medicinsk udstyr",3387
"2006","450.000 - 699.999 kr.","06.2 Ambulant behandling",4731
"2006","450.000 - 699.999 kr.","06.3 Hospitalstjenester",3
"2006","450.000 - 699.999 kr.","07.1 Køb af køretøjer",20192
"2006","450.000 - 699.999 kr.","07.2 Drift af personlige transportmidler",33287
"2006","450.000 - 699.999 kr.","07.3 Transporttjenester",6234
"2006","450.000 - 699.999 kr.","08.1 Posttjenester",602
"2006","450.000 - 699.999 kr.","08.2 Telefon- og telefaxudstyr",424
"2006","450.000 - 699.999 kr.","08.3 Teletjenester",6896
"2006","450.000 - 699.999 kr.","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",4073
"2006","450.000 - 699.999 kr.","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",2269
"2006","450.000 - 699.999 kr.","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",9649
"2006","450.000 - 699.999 kr.","09.4 Fritids- og kulturtjenester",12784
"2006","450.000 - 699.999 kr.","09.5 Aviser, bøger og papirvarer",6060
"2006","450.000 - 699.999 kr.","09.6 Pakkerejser",5742
"2006","450.000 - 699.999 kr.","10.1 Førskoleundervisning og primær undervisning",418
"2006","450.000 - 699.999 kr.","10.2 Ungdomsuddannelse",605
"2006","450.000 - 699.999 kr.","10.4 Videregående uddannelse",259
"2006","450.000 - 699.999 kr.","10.5 Undervisning uden for niveau",812
"2006","450.000 - 699.999 kr.","11.1 Restauranter, cafeer og kantiner mv.",15327
"2006","450.000 - 699.999 kr.","11.2 Overnatningsfaciliteter",2844
"2006","450.000 - 699.999 kr.","12.1 Personlig pleje",8297
"2006","450.000 - 699.999 kr.","12.2 Prostitution",0
"2006","450.000 - 699.999 kr.","12.3 Andre personlige effekter",3315
"2006","450.000 - 699.999 kr.","12.4 Daginstitutioner og social forsorg",4867
"2006","450.000 - 699.999 kr.","12.5 Forsikring",20838
"2006","450.000 - 699.999 kr.","12.6 Finansielle tjenester",1404
"2006","450.000 - 699.999 kr.","12.7 Andre tjenester",1209
"2006","700.000 - 999.999 kr.","FORBRUG I ALT",489545
"2006","700.000 - 999.999 kr.","01.1 Fødevarer",51675
"2006","700.000 - 999.999 kr.","01.2 Ikke-alkoholiske drikkevarer",4659
"2006","700.000 - 999.999 kr.","02.1 Alkoholiske drikkevarer",5906
"2006","700.000 - 999.999 kr.","02.2 Tobak",5037
"2006","700.000 - 999.999 kr.","02.3 Euforiserende stoffer",0
"2006","700.000 - 999.999 kr.","03.1 Beklædning",16394
"2006","700.000 - 999.999 kr.","03.2 Fodtøj",11463
"2006","700.000 - 999.999 kr.","04.1 Faktisk husleje",11134
"2006","700.000 - 999.999 kr.","04.2 Beregnet lejeværdi af bolig",58010
"2006","700.000 - 999.999 kr.","04.3 Vedligeholdelse og reparation af bolig",11192
"2006","700.000 - 999.999 kr.","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",11193
"2006","700.000 - 999.999 kr.","04.5 Elektricitet, gas og andet brændsel",31265
"2006","700.000 - 999.999 kr.","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",10855
"2006","700.000 - 999.999 kr.","05.2 Boligtekstiler",1822
"2006","700.000 - 999.999 kr.","05.3 Husholdningsapparater og reparation heraf",3385
"2006","700.000 - 999.999 kr.","05.4 Glas, service og husholdningsredskaber",3048
"2006","700.000 - 999.999 kr.","05.5 Værktøj og udstyr til hus og have",3083
"2006","700.000 - 999.999 kr.","05.6 Andre varer og tjenester til husholdningen",5346
"2006","700.000 - 999.999 kr.","06.1 Medicinske produkter, apparater og medicinsk udstyr",7916
"2006","700.000 - 999.999 kr.","06.2 Ambulant behandling",5180
"2006","700.000 - 999.999 kr.","06.3 Hospitalstjenester",220
"2006","700.000 - 999.999 kr.","07.1 Køb af køretøjer",38774
"2006","700.000 - 999.999 kr.","07.2 Drift af personlige transportmidler",47358
"2006","700.000 - 999.999 kr.","07.3 Transporttjenester",6781
"2006","700.000 - 999.999 kr.","08.1 Posttjenester",605
"2006","700.000 - 999.999 kr.","08.2 Telefon- og telefaxudstyr",311
"2006","700.000 - 999.999 kr.","08.3 Teletjenester",6789
"2006","700.000 - 999.999 kr.","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",5433
"2006","700.000 - 999.999 kr.","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",7056
"2006","700.000 - 999.999 kr.","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",12072
"2006","700.000 - 999.999 kr.","09.4 Fritids- og kulturtjenester",12583
"2006","700.000 - 999.999 kr.","09.5 Aviser, bøger og papirvarer",6745
"2006","700.000 - 999.999 kr.","09.6 Pakkerejser",7572
"2006","700.000 - 999.999 kr.","10.1 Førskoleundervisning og primær undervisning",1450
"2006","700.000 - 999.999 kr.","10.2 Ungdomsuddannelse",1068
"2006","700.000 - 999.999 kr.","10.4 Videregående uddannelse",34
"2006","700.000 - 999.999 kr.","10.5 Undervisning uden for niveau",1853
"2006","700.000 - 999.999 kr.","11.1 Restauranter, cafeer og kantiner mv.",16811
"2006","700.000 - 999.999 kr.","11.2 Overnatningsfaciliteter",3952
"2006","700.000 - 999.999 kr.","12.1 Personlig pleje",10591
"2006","700.000 - 999.999 kr.","12.2 Prostitution",0
"2006","700.000 - 999.999 kr.","12.3 Andre personlige effekter",3823
"2006","700.000 - 999.999 kr.","12.4 Daginstitutioner og social forsorg",9139
"2006","700.000 - 999.999 kr.","12.5 Forsikring",26886
"2006","700.000 - 999.999 kr.","12.6 Finansielle tjenester",2272
"2006","700.000 - 999.999 kr.","12.7 Andre tjenester",806
"2006","1.000.000 kr. og derover","FORBRUG I ALT",651607
"2006","1.000.000 kr. og derover","01.1 Fødevarer",58202
"2006","1.000.000 kr. og derover","01.2 Ikke-alkoholiske drikkevarer",4839
"2006","1.000.000 kr. og derover","02.1 Alkoholiske drikkevarer",8164
"2006","1.000.000 kr. og derover","02.2 Tobak",5339
"2006","1.000.000 kr. og derover","02.3 Euforiserende stoffer",0
"2006","1.000.000 kr. og derover","03.1 Beklædning",21380
"2006","1.000.000 kr. og derover","03.2 Fodtøj",6625
"2006","1.000.000 kr. og derover","04.1 Faktisk husleje",12014
"2006","1.000.000 kr. og derover","04.2 Beregnet lejeværdi af bolig",71870
"2006","1.000.000 kr. og derover","04.3 Vedligeholdelse og reparation af bolig",8434
"2006","1.000.000 kr. og derover","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",15501
"2006","1.000.000 kr. og derover","04.5 Elektricitet, gas og andet brændsel",37509
"2006","1.000.000 kr. og derover","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",15923
"2006","1.000.000 kr. og derover","05.2 Boligtekstiler",1450
"2006","1.000.000 kr. og derover","05.3 Husholdningsapparater og reparation heraf",3653
"2006","1.000.000 kr. og derover","05.4 Glas, service og husholdningsredskaber",3851
"2006","1.000.000 kr. og derover","05.5 Værktøj og udstyr til hus og have",6267
"2006","1.000.000 kr. og derover","05.6 Andre varer og tjenester til husholdningen",9017
"2006","1.000.000 kr. og derover","06.1 Medicinske produkter, apparater og medicinsk udstyr",6208
"2006","1.000.000 kr. og derover","06.2 Ambulant behandling",8307
"2006","1.000.000 kr. og derover","06.3 Hospitalstjenester",1
"2006","1.000.000 kr. og derover","07.1 Køb af køretøjer",29654
"2006","1.000.000 kr. og derover","07.2 Drift af personlige transportmidler",55149
"2006","1.000.000 kr. og derover","07.3 Transporttjenester",10315
"2006","1.000.000 kr. og derover","08.1 Posttjenester",613
"2006","1.000.000 kr. og derover","08.2 Telefon- og telefaxudstyr",523
"2006","1.000.000 kr. og derover","08.3 Teletjenester",5593
"2006","1.000.000 kr. og derover","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",9743
"2006","1.000.000 kr. og derover","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",55568
"2006","1.000.000 kr. og derover","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",14527
"2006","1.000.000 kr. og derover","09.4 Fritids- og kulturtjenester",16582
"2006","1.000.000 kr. og derover","09.5 Aviser, bøger og papirvarer",9096
"2006","1.000.000 kr. og derover","09.6 Pakkerejser",22280
"2006","1.000.000 kr. og derover","10.1 Førskoleundervisning og primær undervisning",1019
"2006","1.000.000 kr. og derover","10.2 Ungdomsuddannelse",1695
"2006","1.000.000 kr. og derover","10.4 Videregående uddannelse",176
"2006","1.000.000 kr. og derover","10.5 Undervisning uden for niveau",1255
"2006","1.000.000 kr. og derover","11.1 Restauranter, cafeer og kantiner mv.",33079
"2006","1.000.000 kr. og derover","11.2 Overnatningsfaciliteter",9305
"2006","1.000.000 kr. og derover","12.1 Personlig pleje",16428
"2006","1.000.000 kr. og derover","12.2 Prostitution",0
"2006","1.000.000 kr. og derover","12.3 Andre personlige effekter",6173
"2006","1.000.000 kr. og derover","12.4 Daginstitutioner og social forsorg",9724
"2006","1.000.000 kr. og derover","12.5 Forsikring",32523
"2006","1.000.000 kr. og derover","12.6 Finansielle tjenester",3308
"2006","1.000.000 kr. og derover","12.7 Andre tjenester",2724
"2007","Under 250.000 kr.","FORBRUG I ALT",177854
"2007","Under 250.000 kr.","01.1 Fødevarer",19089
"2007","Under 250.000 kr.","01.2 Ikke-alkoholiske drikkevarer",2229
"2007","Under 250.000 kr.","02.1 Alkoholiske drikkevarer",2432
"2007","Under 250.000 kr.","02.2 Tobak",4237
"2007","Under 250.000 kr.","02.3 Euforiserende stoffer",0
"2007","Under 250.000 kr.","03.1 Beklædning",5815
"2007","Under 250.000 kr.","03.2 Fodtøj",2147
"2007","Under 250.000 kr.","04.1 Faktisk husleje",38385
"2007","Under 250.000 kr.","04.2 Beregnet lejeværdi af bolig",7888
"2007","Under 250.000 kr.","04.3 Vedligeholdelse og reparation af bolig",1589
"2007","Under 250.000 kr.","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",4338
"2007","Under 250.000 kr.","04.5 Elektricitet, gas og andet brændsel",15898
"2007","Under 250.000 kr.","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",2195
"2007","Under 250.000 kr.","05.2 Boligtekstiler",751
"2007","Under 250.000 kr.","05.3 Husholdningsapparater og reparation heraf",1005
"2007","Under 250.000 kr.","05.4 Glas, service og husholdningsredskaber",784
"2007","Under 250.000 kr.","05.5 Værktøj og udstyr til hus og have",677
"2007","Under 250.000 kr.","05.6 Andre varer og tjenester til husholdningen",1763
"2007","Under 250.000 kr.","06.1 Medicinske produkter, apparater og medicinsk udstyr",3182
"2007","Under 250.000 kr.","06.2 Ambulant behandling",2105
"2007","Under 250.000 kr.","06.3 Hospitalstjenester",0
"2007","Under 250.000 kr.","07.1 Køb af køretøjer",4628
"2007","Under 250.000 kr.","07.2 Drift af personlige transportmidler",6083
"2007","Under 250.000 kr.","07.3 Transporttjenester",4873
"2007","Under 250.000 kr.","08.1 Posttjenester",254
"2007","Under 250.000 kr.","08.2 Telefon- og telefaxudstyr",159
"2007","Under 250.000 kr.","08.3 Teletjenester",4176
"2007","Under 250.000 kr.","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",2048
"2007","Under 250.000 kr.","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",1095
"2007","Under 250.000 kr.","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",3566
"2007","Under 250.000 kr.","09.4 Fritids- og kulturtjenester",8044
"2007","Under 250.000 kr.","09.5 Aviser, bøger og papirvarer",3235
"2007","Under 250.000 kr.","09.6 Pakkerejser",2239
"2007","Under 250.000 kr.","10.1 Førskoleundervisning og primær undervisning",0
"2007","Under 250.000 kr.","10.2 Ungdomsuddannelse",25
"2007","Under 250.000 kr.","10.4 Videregående uddannelse",93
"2007","Under 250.000 kr.","10.5 Undervisning uden for niveau",273
"2007","Under 250.000 kr.","11.1 Restauranter, cafeer og kantiner mv.",7338
"2007","Under 250.000 kr.","11.2 Overnatningsfaciliteter",786
"2007","Under 250.000 kr.","12.1 Personlig pleje",3321
"2007","Under 250.000 kr.","12.2 Prostitution",0
"2007","Under 250.000 kr.","12.3 Andre personlige effekter",1098
"2007","Under 250.000 kr.","12.4 Daginstitutioner og social forsorg",737
"2007","Under 250.000 kr.","12.5 Forsikring",5588
"2007","Under 250.000 kr.","12.6 Finansielle tjenester",607
"2007","Under 250.000 kr.","12.7 Andre tjenester",1080
"2007","250.000 - 449.999 kr.","FORBRUG I ALT",270690
"2007","250.000 - 449.999 kr.","01.1 Fødevarer",28829
"2007","250.000 - 449.999 kr.","01.2 Ikke-alkoholiske drikkevarer",2774
"2007","250.000 - 449.999 kr.","02.1 Alkoholiske drikkevarer",3854
"2007","250.000 - 449.999 kr.","02.2 Tobak",4611
"2007","250.000 - 449.999 kr.","02.3 Euforiserende stoffer",0
"2007","250.000 - 449.999 kr.","03.1 Beklædning",8014
"2007","250.000 - 449.999 kr.","03.2 Fodtøj",3292
"2007","250.000 - 449.999 kr.","04.1 Faktisk husleje",32165
"2007","250.000 - 449.999 kr.","04.2 Beregnet lejeværdi af bolig",20932
"2007","250.000 - 449.999 kr.","04.3 Vedligeholdelse og reparation af bolig",6358
"2007","250.000 - 449.999 kr.","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",6400
"2007","250.000 - 449.999 kr.","04.5 Elektricitet, gas og andet brændsel",20506
"2007","250.000 - 449.999 kr.","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",4890
"2007","250.000 - 449.999 kr.","05.2 Boligtekstiler",908
"2007","250.000 - 449.999 kr.","05.3 Husholdningsapparater og reparation heraf",1886
"2007","250.000 - 449.999 kr.","05.4 Glas, service og husholdningsredskaber",1534
"2007","250.000 - 449.999 kr.","05.5 Værktøj og udstyr til hus og have",1478
"2007","250.000 - 449.999 kr.","05.6 Andre varer og tjenester til husholdningen",2572
"2007","250.000 - 449.999 kr.","06.1 Medicinske produkter, apparater og medicinsk udstyr",7232
"2007","250.000 - 449.999 kr.","06.2 Ambulant behandling",3750
"2007","250.000 - 449.999 kr.","06.3 Hospitalstjenester",313
"2007","250.000 - 449.999 kr.","07.1 Køb af køretøjer",14283
"2007","250.000 - 449.999 kr.","07.2 Drift af personlige transportmidler",18429
"2007","250.000 - 449.999 kr.","07.3 Transporttjenester",5472
"2007","250.000 - 449.999 kr.","08.1 Posttjenester",660
"2007","250.000 - 449.999 kr.","08.2 Telefon- og telefaxudstyr",221
"2007","250.000 - 449.999 kr.","08.3 Teletjenester",5530
"2007","250.000 - 449.999 kr.","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",4259
"2007","250.000 - 449.999 kr.","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",232
"2007","250.000 - 449.999 kr.","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",5264
"2007","250.000 - 449.999 kr.","09.4 Fritids- og kulturtjenester",9582
"2007","250.000 - 449.999 kr.","09.5 Aviser, bøger og papirvarer",4332
"2007","250.000 - 449.999 kr.","09.6 Pakkerejser",4289
"2007","250.000 - 449.999 kr.","10.1 Førskoleundervisning og primær undervisning",61
"2007","250.000 - 449.999 kr.","10.2 Ungdomsuddannelse",136
"2007","250.000 - 449.999 kr.","10.4 Videregående uddannelse",204
"2007","250.000 - 449.999 kr.","10.5 Undervisning uden for niveau",650
"2007","250.000 - 449.999 kr.","11.1 Restauranter, cafeer og kantiner mv.",12002
"2007","250.000 - 449.999 kr.","11.2 Overnatningsfaciliteter",1530
"2007","250.000 - 449.999 kr.","12.1 Personlig pleje",5368
"2007","250.000 - 449.999 kr.","12.2 Prostitution",0
"2007","250.000 - 449.999 kr.","12.3 Andre personlige effekter",1431
"2007","250.000 - 449.999 kr.","12.4 Daginstitutioner og social forsorg",1202
"2007","250.000 - 449.999 kr.","12.5 Forsikring",11041
"2007","250.000 - 449.999 kr.","12.6 Finansielle tjenester",1041
"2007","250.000 - 449.999 kr.","12.7 Andre tjenester",1173
"2007","450.000 - 699.999 kr.","FORBRUG I ALT",367884
"2007","450.000 - 699.999 kr.","01.1 Fødevarer",39338
"2007","450.000 - 699.999 kr.","01.2 Ikke-alkoholiske drikkevarer",3986
"2007","450.000 - 699.999 kr.","02.1 Alkoholiske drikkevarer",5057
"2007","450.000 - 699.999 kr.","02.2 Tobak",6031
"2007","450.000 - 699.999 kr.","02.3 Euforiserende stoffer",0
"2007","450.000 - 699.999 kr.","03.1 Beklædning",12746
"2007","450.000 - 699.999 kr.","03.2 Fodtøj",4190
"2007","450.000 - 699.999 kr.","04.1 Faktisk husleje",24375
"2007","450.000 - 699.999 kr.","04.2 Beregnet lejeværdi af bolig",33768
"2007","450.000 - 699.999 kr.","04.3 Vedligeholdelse og reparation af bolig",7878
"2007","450.000 - 699.999 kr.","04.4 Vandforsyning og andre tjenester i forbindelse med boligen",8455
"2007","450.000 - 699.999 kr.","04.5 Elektricitet, gas og andet brændsel",24322
"2007","450.000 - 699.999 kr.","05.1 Møbler og boligudstyr, tæpper og anden gulvbelægning",9187
"2007","450.000 - 699.999 kr.","05.2 Boligtekstiler",1318
"2007","450.000 - 699.999 kr.","05.3 Husholdningsapparater og reparation heraf",3264
"2007","450.000 - 699.999 kr.","05.4 Glas, service og husholdningsredskaber",2433
"2007","450.000 - 699.999 kr.","05.5 Værktøj og udstyr til hus og have",1955
"2007","450.000 - 699.999 kr.","05.6 Andre varer og tjenester til husholdningen",3602
"2007","450.000 - 699.999 kr.","06.1 Medicinske produkter, apparater og medicinsk udstyr",4086
"2007","450.000 - 699.999 kr.","06.2 Ambulant behandling",4492
"2007","450.000 - 699.999 kr.","06.3 Hospitalstjenester",1
"2007","450.000 - 699.999 kr.","07.1 Køb af køretøjer",20663
"2007","450.000 - 699.999 kr.","07.2 Drift af personlige transportmidler",31317
"2007","450.000 - 699.999 kr.","07.3 Transporttjenester",6207
"2007","450.000 - 699.999 kr.","08.1 Posttjenester",488
"2007","450.000 - 699.999 kr.","08.2 Telefon- og telefaxudstyr",383
"2007","450.000 - 699.999 kr.","08.3 Teletjenester",6813
"2007","450.000 - 699.999 kr.","09.1 Audiovisuelt og fotografisk udstyr og dataudstyr",4804
"2007","450.000 - 699.999 kr.","09.2 Andre større varige forbrugsgoder til fritids- og kulturaktiviteter",2676
"2007","450.000 - 699.999 kr.","09.3 Andet tilbehør og udstyr til fritid, haver og kæledyr",9208
"2007","450.000 - 699.999 kr.","09.4 Fritids- og kulturtjenester",13598
"2007","450.000 - 699.999 kr.","09.5 Aviser, bøger og papirvarer",5235
"2007","450.000 - 699.999 kr.","09.6 Pakkerejser",6844
"2007","450.000 - 699.999 kr.","10.1 Førskoleundervisning og primær undervisning",780
"2007","450.000 - 699.999 kr.","10.2 Ungdomsuddannelse",633
"2007","450.000 - 699.999 kr.","10.4 Videregående uddannelse",160
"2007","450.000 - 699.999 kr.","10.5 Undervisning uden for niveau",662
"2007","450.000 - 699.999 kr.","11.1 Restauranter, cafeer og kantiner mv.",17607
"2007","450.000 - 699.999 kr.","11.2 Overnatningsfaciliteter",2752
"2007","450.000 - 699.999 kr.","12.1 Personlig pleje",8403
"2007","450.000 - 699.999 kr.","12.2 Prostitution",0
"2007","450.000 - 699.999 kr.","12.3 Andre personlige effekter",2180
"2007","450.000 - 699.999 kr.","12.4 Daginstitutioner og social forsorg",4803
"2007","450.000 - 699.999 kr.","12.5 Forsikring",18886
"2007","450.000 - 699.999 kr.","12.6 Finansielle tjenester",1317
