REF_YR,region,kategori,beskrivelse,forbrug,inflation_t_tminus1,inflation_t_tplus1
2007,2,11.2,Overnatningsfaciliteter,3708,1.03775,1.027333333333333
2007,2,12.1,Personlig pleje,6154,1.025083333333333,1.025666666666667
2007,2,12.3,Andre personlige effekter,1648,1.033,1.045416666666667
2007,2,12.4,Daginstitutioner og social forsorg,3139,.9741666666666666,1.033333333333333
2007,2,12.5,Forsikring,15275,1.0085,1.01925
2007,2,12.6,Finansielle tjenester,974,.9928333333333333,.9933333333333333
2007,2,12.7,Andre tjenester,944,1.03175,1.058
2007,3,01.1,Fødevarer,29467,1.042833333333333,1.075583333333333
2007,3,01.2,Ikke-alkoholiske drikkevarer,3271,1.056,1.07975
2007,3,02.1,Alkoholiske drikkevarer,2912,1.016333333333333,1.069416666666667
2007,3,02.2,Tobak,3757,1.016416666666667,1.0185
2007,3,03.1,Beklædning,12822,.9688333333333333,.991
2007,3,03.2,Fodtøj,3687,1.04525,1.00625
2007,3,04.1,Faktisk husleje,17777,1.020583333333333,1.027
2007,3,04.2,Beregnet lejeværdi af bolig,26949,1.020833333333333,1.022833333333333
2007,3,04.3,Vedligeholdelse og reparation af bolig,7135,1.03825,1.036833333333333
2007,3,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,5772,1.082,1.06825
2007,3,04.5,"Elektricitet, gas og andet brændsel",18842,1.00175,1.076166666666667
2007,3,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",6708,1.00475,1.019
2007,3,05.2,Boligtekstiler,913,1.003833333333333,1.017166666666667
2007,3,05.3,Husholdningsapparater og reparation heraf,2943,1.015916666666667,1.009333333333333
2007,3,05.4,"Glas, service og husholdningsredskaber",1604,1.025416666666667,1.0335
2007,3,05.5,Værktøj og udstyr til hus og have,1653,1.007666666666667,1.01525
2007,3,05.6,Andre varer og tjenester til husholdningen,3007,1.029583333333333,1.032083333333333
2007,3,06.1,"Medicinske produkter, apparater og medicinsk udstyr",4524,.986,.9921666666666666
2007,3,06.2,Ambulant behandling,3183,1.0285,1.03075
2007,3,06.3,Hospitalstjenester,152,1.026583333333333,1.0175
2007,3,07.1,Køb af køretøjer,22320,.99025,.9894166666666666
2007,3,07.2,Drift af personlige transportmidler,23147,1.028333333333333,1.056333333333333
2007,3,07.3,Transporttjenester,3839,1.042,1.053666666666667
2007,3,08.1,Posttjenester,397,1.02325,1.1405
2007,3,08.2,Telefon- og telefaxudstyr,579,.8844166666666666,.8304166666666666
2007,3,08.3,Teletjenester,5803,1.014666666666667,.9991666666666666
2007,3,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,6349,.9068333333333334,.9143333333333333
2007,3,09.2,Andre større varige forbrugsgoder til fritids- og kulturaktiviteter,656,1.015083333333333,1.029083333333333
2007,3,09.3,"Andet tilbehør og udstyr til fritid, haver og kæledyr",7461,1.012666666666667,1.023583333333333
2007,3,09.4,Fritids- og kulturtjenester,9043,1.037333333333333,1.031166666666667
2007,3,09.5,"Aviser, bøger og papirvarer",3504,1.044666666666667,1.035916666666667
2007,3,09.6,Pakkerejser,4423,1.0325,1.035666666666667
2007,3,10.,Uddannelse,1455,1.046833333333333,1.042416666666667
2007,3,11.1,"Restauranter, cafeer og kantiner mv.",10859,1.025916666666667,1.051666666666667
2007,3,11.2,Overnatningsfaciliteter,2784,1.037416666666667,1.03025
2007,3,12.1,Personlig pleje,6435,1.024833333333333,1.026
2007,3,12.3,Andre personlige effekter,2428,1.03575,1.047583333333333
2007,3,12.4,Daginstitutioner og social forsorg,3103,.9565,1.021166666666667
2007,3,12.5,Forsikring,13506,1.007,1.0165
2007,3,12.6,Finansielle tjenester,594,.9672499999999999,.9665833333333333
2007,3,12.7,Andre tjenester,641,1.029666666666667,1.054416666666667
2007,4,01.1,Fødevarer,31147,1.044416666666667,1.075166666666667
2007,4,01.2,Ikke-alkoholiske drikkevarer,2766,1.062083333333333,1.07775
2007,4,02.1,Alkoholiske drikkevarer,3976,1.015583333333333,1.062916666666667
2007,4,02.2,Tobak,3596,1.016583333333333,1.016916666666667
2007,4,03.1,Beklædning,10707,.9644166666666667,.9884166666666667
2007,4,03.2,Fodtøj,2672,1.042583333333333,1.006666666666667
2007,4,04.1,Faktisk husleje,20338,1.0205,1.029833333333333
2007,4,04.2,Beregnet lejeværdi af bolig,26822,1.020833333333333,1.022833333333333
2007,4,04.3,Vedligeholdelse og reparation af bolig,6162,1.041833333333333,1.038666666666667
2007,4,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,6594,1.0795,1.066
2007,4,04.5,"Elektricitet, gas og andet brændsel",19682,.9999166666666667,1.084583333333333
2007,4,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",7542,1.006416666666667,1.018583333333333
2007,4,05.2,Boligtekstiler,1156,.9976666666666667,.9989166666666667
2007,4,05.3,Husholdningsapparater og reparation heraf,3063,1.0115,1.008083333333333
2007,4,05.4,"Glas, service og husholdningsredskaber",1879,1.02475,1.0325
2007,4,05.5,Værktøj og udstyr til hus og have,1605,1.007,1.015166666666667
2007,4,05.6,Andre varer og tjenester til husholdningen,3478,1.02475,1.036916666666667
2007,4,06.1,"Medicinske produkter, apparater og medicinsk udstyr",6065,.9785833333333334,.9576666666666667
2007,4,06.2,Ambulant behandling,3105,1.029,1.03225
2007,4,06.3,Hospitalstjenester,2,1.026583333333333,1.0175
2007,4,07.1,Køb af køretøjer,21658,.99075,.9898333333333333
2007,4,07.2,Drift af personlige transportmidler,25280,1.02825,1.053
2007,4,07.3,Transporttjenester,3899,1.042833333333333,1.055583333333333
2007,4,08.1,Posttjenester,230,1.02325,1.1405
2007,4,08.2,Telefon- og telefaxudstyr,442,.8849166666666667,.8306666666666667
2007,4,08.3,Teletjenester,6086,1.016833333333333,1
2007,4,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,6328,.8955833333333334,.9023333333333333
2007,4,09.2,Andre større varige forbrugsgoder til fritids- og kulturaktiviteter,1746,1.014166666666667,1.029333333333333
2007,4,09.3,"Andet tilbehør og udstyr til fritid, haver og kæledyr",7354,1.001833333333333,1.006666666666667
2007,4,09.4,Fritids- og kulturtjenester,10349,1.025166666666667,1.022666666666667
2007,4,09.5,"Aviser, bøger og papirvarer",3477,1.044833333333333,1.035333333333333
2007,4,09.6,Pakkerejser,7165,1.0325,1.035666666666667
2007,4,10.,Uddanelse,2066,1.046666666666667,1.043666666666667
2007,4,11.1,"Restauranter, cafeer og kantiner mv.",15059,1.025916666666667,1.052583333333333
2007,4,11.2,Overnatningsfaciliteter,3412,1.037416666666667,1.031416666666667
2007,4,12.1,Personlig pleje,7564,1.028333333333333,1.028333333333333
2007,4,12.3,Andre personlige effekter,1956,1.034,1.0465
2007,4,12.4,Daginstitutioner og social forsorg,3735,.9578333333333333,1.019
2007,4,12.5,Forsikring,13914,1.00625,1.017
2007,4,12.6,Finansielle tjenester,925,.9685,.9689166666666666
2007,4,12.7,Andre tjenester,893,1.021333333333333,1.0525
2007,5,01.1,Fødevarer,29659,1.043,1.076083333333333
2007,5,01.2,Ikke-alkoholiske drikkevarer,2681,1.05475,1.073833333333333
2007,5,02.1,Alkoholiske drikkevarer,3141,1.014416666666667,1.058083333333333
2007,5,02.2,Tobak,2960,1.0165,1.016916666666667
2007,5,03.1,Beklædning,12963,.96775,.99425
2007,5,03.2,Fodtøj,2295,1.042666666666667,1.004583333333333
2007,5,04.1,Faktisk husleje,19517,1.021083333333333,1.04375
2007,5,04.2,Beregnet lejeværdi af bolig,25717,1.020833333333333,1.022833333333333
2007,5,04.3,Vedligeholdelse og reparation af bolig,5962,1.0505,1.043083333333333
2007,5,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,6968,1.07725,1.06675
2007,5,04.5,"Elektricitet, gas og andet brændsel",21653,.9938333333333333,1.095083333333333
2007,5,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",7090,1.004166666666667,1.02025
2007,5,05.2,Boligtekstiler,1094,1.0115,1.020083333333333
2007,5,05.3,Husholdningsapparater og reparation heraf,1419,1.008666666666667,1.008166666666667
2007,5,05.4,"Glas, service og husholdningsredskaber",1641,1.023333333333333,1.023166666666667
2007,5,05.5,Værktøj og udstyr til hus og have,1992,1.008333333333333,1.015583333333333
2007,5,05.6,Andre varer og tjenester til husholdningen,2911,1.029583333333333,1.035833333333333
2007,5,06.1,"Medicinske produkter, apparater og medicinsk udstyr",4329,.9795,.9674166666666667
2007,5,06.2,Ambulant behandling,2769,1.0265,1.03175
2007,5,06.3,Hospitalstjenester,285,1.026583333333333,1.0175
2007,5,07.1,Køb af køretøjer,19890,.99125,.9909166666666667
2007,5,07.2,Drift af personlige transportmidler,27776,1.02625,1.052666666666667
2007,5,07.3,Transporttjenester,3779,1.043083333333333,1.056583333333333
2007,5,08.1,Posttjenester,346,1.02325,1.1405
2007,5,08.2,Telefon- og telefaxudstyr,324,.878,.8233333333333334
2007,5,08.3,Teletjenester,6228,1.01175,1.00025
2007,5,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,5967,.8999166666666667,.9078333333333333
2007,5,09.2,Andre større varige forbrugsgoder til fritids- og kulturaktiviteter,761,1.021666666666667,1.013916666666667
2007,5,09.3,"Andet tilbehør og udstyr til fritid, haver og kæledyr",7065,1.013416666666667,1.018166666666667
2007,5,09.4,Fritids- og kulturtjenester,8099,1.032333333333333,1.026083333333333
2007,5,09.5,"Aviser, bøger og papirvarer",4147,1.046166666666667,1.035
2007,5,09.6,Pakkerejser,4863,1.0325,1.035666666666667
2007,5,10.,Uddannelse,1210,1.048083333333333,1.04675
2007,5,11.1,"Restauranter, cafeer og kantiner mv.",10586,1.026083333333333,1.051666666666667
2007,5,11.2,Overnatningsfaciliteter,2213,1.038083333333333,1.030416666666667
2007,5,12.1,Personlig pleje,5673,1.029916666666667,1.029916666666667
2007,5,12.3,Andre personlige effekter,1426,1.03775,1.050833333333333
2007,5,12.4,Daginstitutioner og social forsorg,3146,.9608333333333333,1.019833333333333
2007,5,12.5,Forsikring,13749,1.00625,1.01575
2007,5,12.6,Finansielle tjenester,682,.992,.993
2007,5,12.7,Andre tjenester,572,1.02225,1.053916666666667
2008,1,01.1,Fødevarer,33315,1.077583333333333,.9965000000000001
2008,1,01.2,Ikke-alkoholiske drikkevarer,3214,1.072666666666667,1.003916666666667
2008,1,02.1,Alkoholiske drikkevarer,5194,1.07675,1.03275
2008,1,02.2,Tobak,2727,1.020666666666667,1.014666666666667
2008,1,03.1,Beklædning,15722,.9940833333333333,.9999166666666667
2008,1,03.2,Fodtøj,3991,1.005,1.070083333333333
2008,1,04.1,Faktisk husleje,25380,1.026083333333333,1.02825
2008,1,04.2,Beregnet lejeværdi af bolig,28901,1.022833333333333,1.030333333333333
2008,1,04.3,Vedligeholdelse og reparation af bolig,8794,1.0445,1.027333333333333
2008,1,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,8781,1.0655,1.0755
2008,1,04.5,"Elektricitet, gas og andet brændsel",22257,1.063,.9930833333333333
2008,1,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",7433,1.019666666666667,1.02725
2008,1,05.2,Boligtekstiler,1026,1.013083333333333,1.0145
2008,1,05.3,Husholdningsapparater og reparation heraf,2659,1.007833333333333,1.023666666666667
2008,1,05.4,"Glas, service og husholdningsredskaber",1890,1.02175,1.057333333333333
2008,1,05.5,Værktøj og udstyr til hus og have,1642,1.01575,1.017666666666667
2008,1,05.6,Andre varer og tjenester til husholdningen,4339,1.03825,1.0265
2008,1,06.1,"Medicinske produkter, apparater og medicinsk udstyr",4791,.9551666666666667,1.04725
2008,1,06.2,Ambulant behandling,4369,1.03375,1.02675
2008,1,06.3,Hospitalstjenester,32,1.0175,1.018166666666667
2008,1,07.1,Køb af køretøjer,14276,.9903333333333333,.99575
2008,1,07.2,Drift af personlige transportmidler,20094,1.051416666666667,.9986666666666667
2008,1,07.3,Transporttjenester,8991,1.04775,1.0215
2008,1,08.1,Posttjenester,284,1.1405,1.011
2008,1,08.2,Telefon- og telefaxudstyr,461,.82375,.7091666666666667
2008,1,08.3,Teletjenester,6026,1.001833333333333,.9936666666666667
2008,1,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,8496,.9135833333333333,.9073333333333333
2008,1,09.2,Andre større varige forbrugsgoder til fritids- og kulturaktiviteter,744,.9571666666666666,.9975000000000001
2008,1,09.3,"Andet tilbehør og udstyr til fritid, haver og kæledyr",7444,1.018333333333333,1.0145
2008,1,09.4,Fritids- og kulturtjenester,11130,1.035,1.04025
2008,1,09.5,"Aviser, bøger og papirvarer",4328,1.0385,1.026083333333333
2008,1,09.6,Pakkerejser,8394,1.035666666666667,1.08275
2008,1,10.,Uddannelse,1945,1.037666666666667,1.035583333333333
2008,1,11.1,"Restauranter, cafeer og kantiner mv.",16090,1.045833333333333,1.024833333333333
2008,1,11.2,Overnatningsfaciliteter,3767,1.03125,.968
2008,1,12.1,Personlig pleje,7236,1.0285,1.01325
2008,1,12.3,Andre personlige effekter,2519,1.048166666666667,1.028166666666667
2008,1,12.4,Daginstitutioner og social forsorg,3519,1.061666666666667,1.052833333333333
2008,1,12.5,Forsikring,11127,1.02175,1.044
2008,1,12.6,Finansielle tjenester,1537,.9578333333333333,1.02625
2008,1,12.7,Andre tjenester,1394,1.056833333333333,1.049833333333333
2008,2,01.1,Fødevarer,33298,1.075666666666667,.999
2008,2,01.2,Ikke-alkoholiske drikkevarer,3301,1.07475,1.00175
2008,2,02.1,Alkoholiske drikkevarer,5073,1.07025,1.029583333333333
2008,2,02.2,Tobak,3958,1.019166666666667,1.014333333333333
2008,2,03.1,Beklædning,12627,.99725,1.00275
2008,2,03.2,Fodtøj,2841,1.0075,1.076833333333333
2008,2,04.1,Faktisk husleje,15969,1.03,1.025583333333333
2008,2,04.2,Beregnet lejeværdi af bolig,30799,1.022833333333333,1.030333333333333
2008,2,04.3,Vedligeholdelse og reparation af bolig,5464,1.042666666666667,1.018
2008,2,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,8172,1.06625,1.075333333333333
2008,2,04.5,"Elektricitet, gas og andet brændsel",23840,1.077333333333333,.9824166666666667
2008,2,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",6947,1.01975,1.032
2008,2,05.2,Boligtekstiler,904,1.01825,1.007583333333333
2008,2,05.3,Husholdningsapparater og reparation heraf,3075,1.00925,1.05
2008,2,05.4,"Glas, service og husholdningsredskaber",1631,1.02575,1.055583333333333
2008,2,05.5,Værktøj og udstyr til hus og have,2419,1.01525,1.01675
2008,2,05.6,Andre varer og tjenester til husholdningen,3275,1.036833333333333,1.027916666666667
2008,2,06.1,"Medicinske produkter, apparater og medicinsk udstyr",4653,.9780833333333333,1.041333333333333
2008,2,06.2,Ambulant behandling,4127,1.03375,1.02675
2008,2,06.3,Hospitalstjenester,113,1.0175,1.018166666666667
2008,2,07.1,Køb af køretøjer,22135,.9910833333333333,.9931666666666666
2008,2,07.2,Drift af personlige transportmidler,28468,1.0565,.97625
2008,2,07.3,Transporttjenester,5266,1.051416666666667,1.017583333333333
2008,2,08.1,Posttjenester,239,1.1405,1.011
2008,2,08.2,Telefon- og telefaxudstyr,501,.8325833333333333,.6956666666666667
2008,2,08.3,Teletjenester,6264,.9995833333333334,.9815833333333334
2008,2,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,7283,.92225,.9231666666666667
2008,2,09.2,Andre større varige forbrugsgoder til fritids- og kulturaktiviteter,1515,1.012166666666667,1.006583333333333
2008,2,09.3,"Andet tilbehør og udstyr til fritid, haver og kæledyr",9575,1.01175,1.010083333333333
2008,2,09.4,Fritids- og kulturtjenester,9476,1.030833333333333,1.039083333333333
2008,2,09.5,"Aviser, bøger og papirvarer",4144,1.036,1.020833333333333
2008,2,09.6,Pakkerejser,5992,1.035666666666667,1.08275
2008,2,10.,Uddannelse,1540,1.040666666666667,1.043666666666667
2008,2,11.1,"Restauranter, cafeer og kantiner mv.",12594,1.046416666666667,1.02425
2008,2,11.2,Overnatningsfaciliteter,3423,1.027333333333333,.98925
2008,2,12.1,Personlig pleje,6928,1.025666666666667,1.0135
2008,2,12.3,Andre personlige effekter,1740,1.045416666666667,1.023416666666667
2008,2,12.4,Daginstitutioner og social forsorg,3257,1.033333333333333,1.055
2008,2,12.5,Forsikring,13598,1.01925,1.04025
2008,2,12.6,Finansielle tjenester,1133,.9933333333333333,1.0235
2008,2,12.7,Andre tjenester,706,1.058,1.055083333333333
2008,3,01.1,Fødevarer,31251,1.075583333333333,.9993333333333333
2008,3,01.2,Ikke-alkoholiske drikkevarer,3250,1.07975,.9994166666666666
2008,3,02.1,Alkoholiske drikkevarer,3587,1.069416666666667,1.03
2008,3,02.2,Tobak,3532,1.0185,1.013416666666667
2008,3,03.1,Beklædning,12445,.991,.99875
2008,3,03.2,Fodtøj,3714,1.00625,1.067833333333333
2008,3,04.1,Faktisk husleje,21149,1.027,1.031916666666667
2008,3,04.2,Beregnet lejeværdi af bolig,25996,1.022833333333333,1.030333333333333
2008,3,04.3,Vedligeholdelse og reparation af bolig,6743,1.036833333333333,1.02
2008,3,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,6476,1.06825,1.075
2008,3,04.5,"Elektricitet, gas og andet brændsel",20115,1.076166666666667,.9728333333333333
2008,3,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",5684,1.019,1.0265
2008,3,05.2,Boligtekstiler,981,1.017166666666667,1.0035
2008,3,05.3,Husholdningsapparater og reparation heraf,2831,1.009333333333333,1.0205
2008,3,05.4,"Glas, service og husholdningsredskaber",2086,1.0335,1.062416666666667
2008,3,05.5,Værktøj og udstyr til hus og have,1374,1.01525,1.016583333333333
2008,3,05.6,Andre varer og tjenester til husholdningen,2965,1.032083333333333,1.024083333333333
2008,3,06.1,"Medicinske produkter, apparater og medicinsk udstyr",3593,.9921666666666666,1.039916666666667
2008,3,06.2,Ambulant behandling,3324,1.03075,1.025
2008,3,06.3,Hospitalstjenester,110,1.0175,1.018166666666667
2008,3,07.1,Køb af køretøjer,15641,.9894166666666666,.9928333333333333
2008,3,07.2,Drift af personlige transportmidler,23201,1.056333333333333,.98825
2008,3,07.3,Transporttjenester,3914,1.053666666666667,1.00625
2008,3,08.1,Posttjenester,343,1.1405,1.011
2008,3,08.2,Telefon- og telefaxudstyr,452,.8304166666666666,.6858333333333333
2008,3,08.3,Teletjenester,5829,.9991666666666666,.9830833333333333
2008,3,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,5948,.9143333333333333,.908
2008,3,09.2,Andre større varige forbrugsgoder til fritids- og kulturaktiviteter,674,1.029083333333333,1.033333333333333
2008,3,09.3,"Andet tilbehør og udstyr til fritid, haver og kæledyr",7617,1.023583333333333,1.016166666666667
2008,3,09.4,Fritids- og kulturtjenester,9180,1.031166666666667,1.037916666666667
2008,3,09.5,"Aviser, bøger og papirvarer",3395,1.035916666666667,1.02725
2008,3,09.6,Pakkerejser,4916,1.035666666666667,1.08275
2008,3,10.,Uddannelse,1013,1.042416666666667,1.048666666666667
2008,3,11.1,"Restauranter, cafeer og kantiner mv.",12366,1.051666666666667,1.024333333333333
2008,3,11.2,Overnatningsfaciliteter,3421,1.03025,.9758333333333333
2008,3,12.1,Personlig pleje,6619,1.026,1.013083333333333
2008,3,12.3,Andre personlige effekter,2373,1.047583333333333,1.018083333333333
2008,3,12.4,Daginstitutioner og social forsorg,3190,1.021166666666667,1.0585
2008,3,12.5,Forsikring,12528,1.0165,1.03775
2008,3,12.6,Finansielle tjenester,582,.9665833333333333,1.027583333333333
2008,3,12.7,Andre tjenester,767,1.054416666666667,1.041333333333333
2008,4,01.1,Fødevarer,31820,1.075166666666667,1.000083333333333
2008,4,01.2,Ikke-alkoholiske drikkevarer,2813,1.07775,1.0035
2008,4,02.1,Alkoholiske drikkevarer,4296,1.062916666666667,1.030666666666667
2008,4,02.2,Tobak,2849,1.016916666666667,1.013333333333333
2008,4,03.1,Beklædning,11140,.9884166666666667,1.003083333333333
2008,4,03.2,Fodtøj,2508,1.006666666666667,1.06525
2008,4,04.1,Faktisk husleje,21047,1.029833333333333,1.040916666666667
2008,4,04.2,Beregnet lejeværdi af bolig,29748,1.022833333333333,1.030333333333333
2008,4,04.3,Vedligeholdelse og reparation af bolig,5893,1.038666666666667,1.01775
2008,4,04.4,Vandforsyning og andre tjenester i forbindelse med boligen,7455,1.066,1.0695
2008,4,04.5,"Elektricitet, gas og andet brændsel",20029,1.084583333333333,.9645833333333333
2008,4,05.1,"Møbler og boligudstyr, tæpper og anden gulvbelægning",7295,1.018583333333333,1.02625
2008,4,05.2,Boligtekstiler,926,.9989166666666667,1.00975
2008,4,05.3,Husholdningsapparater og reparation heraf,3530,1.008083333333333,1.02025
2008,4,05.4,"Glas, service og husholdningsredskaber",1847,1.0325,1.05275
2008,4,05.5,Værktøj og udstyr til hus og have,1691,1.015166666666667,1.017
2008,4,05.6,Andre varer og tjenester til husholdningen,3453,1.036916666666667,1.026916666666667
2008,4,06.1,"Medicinske produkter, apparater og medicinsk udstyr",5100,.9576666666666667,1.04675
2008,4,06.2,Ambulant behandling,3198,1.03225,1.0245
2008,4,06.3,Hospitalstjenester,3,1.0175,1.018166666666667
2008,4,07.1,Køb af køretøjer,21180,.9898333333333333,.9926666666666667
2008,4,07.2,Drift af personlige transportmidler,25401,1.053,.9839166666666667
2008,4,07.3,Transporttjenester,3635,1.055583333333333,1.013666666666667
2008,4,08.1,Posttjenester,207,1.1405,1.011
2008,4,08.2,Telefon- og telefaxudstyr,348,.8306666666666667,.7153333333333334
2008,4,08.3,Teletjenester,6367,1,.9663333333333334
2008,4,09.1,Audiovisuelt og fotografisk udstyr og dataudstyr,6124,.9023333333333333,.8984166666666666
